timestamp,points,frame_id,filename
1490994695631855000,35707,velodyne,lidar/1490994695631855000
1490994695731945000,35668,velodyne,lidar/1490994695731945000
1490994695832055000,35773,velodyne,lidar/1490994695832055000
1490994695932148000,35724,velodyne,lidar/1490994695932148000
1490994696032203000,35664,velodyne,lidar/1490994696032203000
1490994696132284000,35613,velodyne,lidar/1490994696132284000
1490994696232409000,35612,velodyne,lidar/1490994696232409000
1490994696332441000,35642,velodyne,lidar/1490994696332441000
1490994696432538000,35653,velodyne,lidar/1490994696432538000
1490994696532662000,35761,velodyne,lidar/1490994696532662000
1490994696632716000,35882,velodyne,lidar/1490994696632716000
1490994696732810000,35894,velodyne,lidar/1490994696732810000
1490994696832874000,35990,velodyne,lidar/1490994696832874000
1490994696932984000,35895,velodyne,lidar/1490994696932984000
1490994697033059000,35771,velodyne,lidar/1490994697033059000
1490994697133141000,35960,velodyne,lidar/1490994697133141000
1490994697233220000,35933,velodyne,lidar/1490994697233220000
1490994697333308000,35920,velodyne,lidar/1490994697333308000
1490994697433431000,36046,velodyne,lidar/1490994697433431000
1490994697533493000,36056,velodyne,lidar/1490994697533493000
1490994697633569000,36178,velodyne,lidar/1490994697633569000
1490994697733704000,36156,velodyne,lidar/1490994697733704000
1490994697833765000,36003,velodyne,lidar/1490994697833765000
1490994697933828000,35971,velodyne,lidar/1490994697933828000
1490994698033938000,36128,velodyne,lidar/1490994698033938000
1490994698134026000,36209,velodyne,lidar/1490994698134026000
1490994698234113000,36255,velodyne,lidar/1490994698234113000
1490994698334177000,36267,velodyne,lidar/1490994698334177000
1490994698434270000,36253,velodyne,lidar/1490994698434270000
1490994698534385000,36324,velodyne,lidar/1490994698534385000
1490994698634436000,36403,velodyne,lidar/1490994698634436000
1490994698734545000,36233,velodyne,lidar/1490994698734545000
1490994698834669000,36085,velodyne,lidar/1490994698834669000
1490994698934695000,36055,velodyne,lidar/1490994698934695000
1490994699034832000,36088,velodyne,lidar/1490994699034832000
