index,timestamp,lat,long,alt
2017-03-31 20:19:19.214955,1490991559214955000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:19.315029,1490991559315029000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:19.415139,1490991559415139000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:19.515237,1490991559515237000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:19.615315,1490991559615315000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:19.715379,1490991559715379000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:19.815510,1490991559815510000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:19.915602,1490991559915602000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:20.015666,1490991560015666000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:20.115722,1490991560115722000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:20.215843,1490991560215843000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:20.315895,1490991560315895000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:20.416004,1490991560416004000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:20.516097,1490991560516097000,37.4270257119,-122.07532615,-33.9233786395
2017-03-31 20:19:20.616156,1490991560616156000,37.427025712,-122.07532615,-33.9233222102
2017-03-31 20:19:20.716242,1490991560716242000,37.4270257131,-122.07532615,-33.9228637773
2017-03-31 20:19:20.816339,1490991560816339000,37.4270257141,-122.075326151,-33.9224052939
2017-03-31 20:19:20.916438,1490991560916438000,37.4270257152,-122.075326152,-33.9219468012
2017-03-31 20:19:21.016524,1490991561016524000,37.4270257163,-122.075326152,-33.9214883683
2017-03-31 20:19:21.116602,1490991561116602000,37.4270257166,-122.075326153,-33.9208178504
2017-03-31 20:19:21.216714,1490991561216714000,37.4270257159,-122.075326154,-33.919805107
2017-03-31 20:19:21.316798,1490991561316798000,37.4270257152,-122.075326155,-33.9187926459
2017-03-31 20:19:21.416874,1490991561416874000,37.4270257165,-122.075326157,-33.918776117
2017-03-31 20:19:21.516973,1490991561516973000,37.4270257209,-122.075326159,-33.9202606976
2017-03-31 20:19:21.617049,1490991561617049000,37.4270257248,-122.075326161,-33.9214765443
2017-03-31 20:19:21.717133,1490991561717133000,37.427025725,-122.075326162,-33.9209359524
2017-03-31 20:19:21.817235,1490991561817235000,37.4270257251,-122.075326163,-33.9203952637
2017-03-31 20:19:21.917340,1490991561917340000,37.4270257253,-122.075326164,-33.9198545585
2017-03-31 20:19:22.017371,1490991562017371000,37.4270257255,-122.075326165,-33.9193142528
2017-03-31 20:19:22.117504,1490991562117504000,37.4270257257,-122.075326166,-33.9187733955
2017-03-31 20:19:22.217593,1490991562217593000,37.4270257259,-122.075326167,-33.9182327759
2017-03-31 20:19:22.317632,1490991562317632000,37.4270257261,-122.075326168,-33.9176924274
2017-03-31 20:19:22.417732,1490991562417732000,37.4270257263,-122.075326169,-33.9171517484
2017-03-31 20:19:22.517809,1490991562517809000,37.4270257265,-122.075326169,-33.9166111953
2017-03-31 20:19:22.617892,1490991562617892000,37.4270257265,-122.07532617,-33.9162489228
2017-03-31 20:19:22.717990,1490991562717990000,37.4270257252,-122.075326167,-33.9169628452
2017-03-31 20:19:22.818094,1490991562818094000,37.427025724,-122.075326165,-33.9176768133
2017-03-31 20:19:22.918152,1490991562918152000,37.4270257227,-122.075326162,-33.9183904508
2017-03-31 20:19:23.018238,1490991563018238000,37.4270257215,-122.075326159,-33.9191042892
2017-03-31 20:19:23.118324,1490991563118324000,37.4270257202,-122.075326157,-33.9198181276
2017-03-31 20:19:23.218425,1490991563218425000,37.427025719,-122.075326154,-33.9205320738
2017-03-31 20:19:23.318502,1490991563318502000,37.4270257177,-122.075326151,-33.9212458465
