timestamp,points,frame_id,filename
1495234688084782000,45966,velodyne,lidar/1495234688084782000
1495234688184854000,46004,velodyne,lidar/1495234688184854000
1495234688284934000,45942,velodyne,lidar/1495234688284934000
1495234688385028000,45631,velodyne,lidar/1495234688385028000
1495234688485083000,45601,velodyne,lidar/1495234688485083000
1495234688585216000,45748,velodyne,lidar/1495234688585216000
1495234688685291000,45773,velodyne,lidar/1495234688685291000
1495234688785341000,45859,velodyne,lidar/1495234688785341000
1495234688885454000,45944,velodyne,lidar/1495234688885454000
1495234688985530000,46101,velodyne,lidar/1495234688985530000
1495234689085637000,46022,velodyne,lidar/1495234689085637000
1495234689185718000,45999,velodyne,lidar/1495234689185718000
1495234689285800000,45700,velodyne,lidar/1495234689285800000
1495234689385866000,45361,velodyne,lidar/1495234689385866000
1495234689485959000,45475,velodyne,lidar/1495234689485959000
1495234689586061000,45660,velodyne,lidar/1495234689586061000
1495234689686145000,45780,velodyne,lidar/1495234689686145000
1495234689786234000,45844,velodyne,lidar/1495234689786234000
1495234689886297000,45922,velodyne,lidar/1495234689886297000
1495234689986411000,46026,velodyne,lidar/1495234689986411000
1495234690086465000,45752,velodyne,lidar/1495234690086465000
1495234690186581000,45619,velodyne,lidar/1495234690186581000
1495234690286651000,45476,velodyne,lidar/1495234690286651000
1495234690386741000,45442,velodyne,lidar/1495234690386741000
1495234690486836000,45652,velodyne,lidar/1495234690486836000
1495234690586914000,45823,velodyne,lidar/1495234690586914000
1495234690686999000,45857,velodyne,lidar/1495234690686999000
1495234690787072000,45924,velodyne,lidar/1495234690787072000
1495234690887161000,45805,velodyne,lidar/1495234690887161000
1495234690987269000,45706,velodyne,lidar/1495234690987269000
1495234691087355000,45790,velodyne,lidar/1495234691087355000
1495234691187429000,45841,velodyne,lidar/1495234691187429000
1495234691287519000,45784,velodyne,lidar/1495234691287519000
1495234691387603000,45455,velodyne,lidar/1495234691387603000
1495234691487677000,45434,velodyne,lidar/1495234691487677000
1495234691587790000,45560,velodyne,lidar/1495234691587790000
1495234691687862000,45628,velodyne,lidar/1495234691687862000
1495234691787935000,45688,velodyne,lidar/1495234691787935000
1495234691888045000,45529,velodyne,lidar/1495234691888045000
1495234691988109000,45514,velodyne,lidar/1495234691988109000
1495234692088221000,45480,velodyne,lidar/1495234692088221000
1495234692188311000,45524,velodyne,lidar/1495234692188311000
1495234692288378000,45745,velodyne,lidar/1495234692288378000
1495234692388488000,45508,velodyne,lidar/1495234692388488000
1495234692488567000,45475,velodyne,lidar/1495234692488567000
1495234692588683000,45453,velodyne,lidar/1495234692588683000
1495234692688754000,45587,velodyne,lidar/1495234692688754000
1495234692788798000,45546,velodyne,lidar/1495234692788798000
1495234692888939000,45602,velodyne,lidar/1495234692888939000
1495234692988998000,45643,velodyne,lidar/1495234692988998000
1495234693089094000,45623,velodyne,lidar/1495234693089094000
1495234693189177000,45698,velodyne,lidar/1495234693189177000
1495234693289256000,45708,velodyne,lidar/1495234693289256000
1495234693389335000,45476,velodyne,lidar/1495234693389335000
1495234693489435000,45358,velodyne,lidar/1495234693489435000
1495234693589520000,45708,velodyne,lidar/1495234693589520000
1495234693689601000,45498,velodyne,lidar/1495234693689601000
1495234693789674000,45828,velodyne,lidar/1495234693789674000
1495234693889774000,45897,velodyne,lidar/1495234693889774000
1495234693989875000,45888,velodyne,lidar/1495234693989875000
1495234694089957000,45877,velodyne,lidar/1495234694089957000
1495234694190034000,45829,velodyne,lidar/1495234694190034000
1495234694290110000,45644,velodyne,lidar/1495234694290110000
1495234694390235000,45407,velodyne,lidar/1495234694390235000
1495234694490271000,45329,velodyne,lidar/1495234694490271000
1495234694590375000,45654,velodyne,lidar/1495234694590375000
1495234694690455000,45816,velodyne,lidar/1495234694690455000
1495234694790529000,45844,velodyne,lidar/1495234694790529000
1495234694890617000,45757,velodyne,lidar/1495234694890617000
1495234694990702000,45649,velodyne,lidar/1495234694990702000
1495234695090799000,45589,velodyne,lidar/1495234695090799000
1495234695190890000,45579,velodyne,lidar/1495234695190890000
1495234695290963000,45458,velodyne,lidar/1495234695290963000
1495234695391093000,45144,velodyne,lidar/1495234695391093000
1495234695491137000,45361,velodyne,lidar/1495234695491137000
1495234695591247000,45433,velodyne,lidar/1495234695591247000
1495234695691309000,45509,velodyne,lidar/1495234695691309000
1495234695791395000,45431,velodyne,lidar/1495234695791395000
1495234695891495000,45289,velodyne,lidar/1495234695891495000
1495234695991580000,45445,velodyne,lidar/1495234695991580000
1495234696091696000,45395,velodyne,lidar/1495234696091696000
1495234696191765000,45570,velodyne,lidar/1495234696191765000
1495234696291839000,45649,velodyne,lidar/1495234696291839000
1495234696391933000,45426,velodyne,lidar/1495234696391933000
1495234696492012000,45387,velodyne,lidar/1495234696492012000
1495234699594683000,45957,velodyne,lidar/1495234699594683000
1495234699694792000,45999,velodyne,lidar/1495234699694792000
1495234699794866000,45708,velodyne,lidar/1495234699794866000
1495234699894973000,45506,velodyne,lidar/1495234699894973000
1495234699995043000,45452,velodyne,lidar/1495234699995043000
1495234700095136000,45651,velodyne,lidar/1495234700095136000
1495234700195232000,45877,velodyne,lidar/1495234700195232000
1495234700295297000,45565,velodyne,lidar/1495234700295297000
1495234700395382000,45543,velodyne,lidar/1495234700395382000
1495234700495460000,45509,velodyne,lidar/1495234700495460000
1495234700595545000,45524,velodyne,lidar/1495234700595545000
1495234700695644000,45511,velodyne,lidar/1495234700695644000
1495234700795719000,45834,velodyne,lidar/1495234700795719000
1495234700895804000,45577,velodyne,lidar/1495234700895804000
1495234700995891000,45448,velodyne,lidar/1495234700995891000
1495234701095990000,45413,velodyne,lidar/1495234701095990000
1495234701196063000,45532,velodyne,lidar/1495234701196063000
1495234701296161000,45280,velodyne,lidar/1495234701296161000
1495234701396262000,45678,velodyne,lidar/1495234701396262000
1495234701496322000,45723,velodyne,lidar/1495234701496322000
1495234701596430000,45817,velodyne,lidar/1495234701596430000
1495234701696514000,45819,velodyne,lidar/1495234701696514000
1495234701796592000,45632,velodyne,lidar/1495234701796592000
1495234701896679000,45755,velodyne,lidar/1495234701896679000
1495234701996778000,45907,velodyne,lidar/1495234701996778000
1495234702096843000,45904,velodyne,lidar/1495234702096843000
1495234702196928000,45932,velodyne,lidar/1495234702196928000
1495234702297028000,45852,velodyne,lidar/1495234702297028000
1495234702397125000,45903,velodyne,lidar/1495234702397125000
1495234702497223000,45945,velodyne,lidar/1495234702497223000
1495234703598250000,45602,velodyne,lidar/1495234703598250000
1495234703698338000,45604,velodyne,lidar/1495234703698338000
1495234703798439000,45556,velodyne,lidar/1495234703798439000
1495234703898500000,45420,velodyne,lidar/1495234703898500000
1495234703998598000,45480,velodyne,lidar/1495234703998598000
1495234704098675000,45680,velodyne,lidar/1495234704098675000
1495234704198782000,45484,velodyne,lidar/1495234704198782000
1495234704298855000,45553,velodyne,lidar/1495234704298855000
1495234704398965000,45723,velodyne,lidar/1495234704398965000
1495234704499018000,45697,velodyne,lidar/1495234704499018000
