index,timestamp,lat,long,alt
2017-03-31 20:21:54.849810,1490991714849810000,37.4257825842,-122.0764422,-32.1768954907
2017-03-31 20:21:54.949908,1490991714949908000,37.4257825863,-122.076442207,-32.1757631633
2017-03-31 20:21:55.049996,1490991715049996000,37.4257825822,-122.076442219,-32.1754981098
2017-03-31 20:21:55.150106,1490991715150106000,37.4257825665,-122.076442235,-32.1745651383
2017-03-31 20:21:55.250191,1490991715250191000,37.4257825548,-122.076442253,-32.1740874803
2017-03-31 20:21:55.350281,1490991715350281000,37.4257825507,-122.076442252,-32.1737236245
2017-03-31 20:21:55.450340,1490991715450340000,37.4257825799,-122.07644222,-32.1732094409
2017-03-31 20:21:55.550416,1490991715550416000,37.4257826591,-122.076442152,-32.1739083019
2017-03-31 20:21:55.650548,1490991715650548000,37.4257828419,-122.076441985,-32.1738528939
2017-03-31 20:21:55.750602,1490991715750602000,37.4257831374,-122.076441707,-32.1720971146
2017-03-31 20:21:55.850665,1490991715850665000,37.4257835893,-122.076441281,-32.1706320728
2017-03-31 20:21:55.950805,1490991715950805000,37.425784109,-122.076440791,-32.1692912368
2017-03-31 20:21:56.050878,1490991716050878000,37.4257848091,-122.076440132,-32.1674134735
2017-03-31 20:21:56.150949,1490991716150949000,37.4257857911,-122.07643921,-32.1636905206
2017-03-31 20:21:56.251064,1490991716251064000,37.425786862,-122.076438205,-32.1592617502
2017-03-31 20:21:56.351137,1490991716351137000,37.4257881858,-122.076436981,-32.1554588472
2017-03-31 20:21:56.451237,1490991716451237000,37.4257897641,-122.076435498,-32.1489450945
2017-03-31 20:21:56.551279,1490991716551279000,37.4257912769,-122.076434068,-32.1418541767
2017-03-31 20:21:56.651382,1490991716651382000,37.4257932776,-122.0764322,-32.133329006
2017-03-31 20:21:56.751487,1490991716751487000,37.4257956026,-122.076430038,-32.123686853
2017-03-31 20:21:56.851558,1490991716851558000,37.4257976685,-122.076428078,-32.1115152041
2017-03-31 20:21:56.951631,1490991716951631000,37.4258001935,-122.076425644,-32.0990566884
2017-03-31 20:21:57.051741,1490991717051741000,37.4258029033,-122.076422986,-32.08413148
2017-03-31 20:21:57.151828,1490991717151828000,37.4258055995,-122.076420374,-32.0665245079
2017-03-31 20:21:57.251909,1490991717251909000,37.4258084031,-122.07641774,-32.0520142485
2017-03-31 20:21:57.352021,1490991717352021000,37.4258113626,-122.076415046,-32.0408017154
2017-03-31 20:21:57.452078,1490991717452078000,37.42581446,-122.076412168,-32.0317217986
2017-03-31 20:21:57.552167,1490991717552167000,37.4258175935,-122.076409222,-32.0232104944
2017-03-31 20:21:57.652226,1490991717652226000,37.4258207261,-122.076406277,-32.0147017155
2017-03-31 20:21:57.752315,1490991717752315000,37.4258240253,-122.076403173,-32.0008122498
2017-03-31 20:21:57.852402,1490991717852402000,37.4258274399,-122.076399976,-31.9853764129
2017-03-31 20:21:57.952488,1490991717952488000,37.4258309165,-122.076396712,-31.9755740913
2017-03-31 20:21:58.052574,1490991718052574000,37.4258344982,-122.076393293,-31.963522954
2017-03-31 20:21:58.152676,1490991718152676000,37.4258381166,-122.076389818,-31.949659137
2017-03-31 20:21:58.252748,1490991718252748000,37.4258418342,-122.07638636,-31.9364916146
2017-03-31 20:21:58.352836,1490991718352836000,37.4258457053,-122.076382853,-31.9244811899
2017-03-31 20:21:58.452945,1490991718452945000,37.4258496253,-122.076379321,-31.9128443517
2017-03-31 20:21:58.553008,1490991718553008000,37.4258530105,-122.076376152,-31.9045326138
2017-03-31 20:21:58.653145,1490991718653145000,37.4258571996,-122.076372096,-31.8941934595
2017-03-31 20:21:58.753218,1490991718753218000,37.4258615818,-122.07636781,-31.8822860809
2017-03-31 20:21:58.853304,1490991718853304000,37.4258648969,-122.076364688,-31.8736080457
2017-03-31 20:21:58.953389,1490991718953389000,37.4258687291,-122.076361231,-31.8617324641
2017-03-31 20:21:59.053441,1490991719053441000,37.4258738069,-122.076356757,-31.843325005
2017-03-31 20:21:59.153550,1490991719153550000,37.4258782331,-122.076352763,-31.8310744714
2017-03-31 20:21:59.253637,1490991719253637000,37.4258823235,-122.076348837,-31.8196308273
2017-03-31 20:21:59.353701,1490991719353701000,37.425886455,-122.076344821,-31.8035785529
2017-03-31 20:21:59.453810,1490991719453810000,37.4258906726,-122.076340959,-31.7836352772
2017-03-31 20:21:59.553900,1490991719553900000,37.425894293,-122.076337776,-31.7633445697
2017-03-31 20:21:59.653992,1490991719653992000,37.4258988134,-122.076333795,-31.7411415683
2017-03-31 20:21:59.754102,1490991719754102000,37.4259033801,-122.076329549,-31.7229594526
2017-03-31 20:21:59.854164,1490991719854164000,37.4259074937,-122.076325557,-31.707963248
2017-03-31 20:21:59.954244,1490991719954244000,37.4259115956,-122.07632155,-31.6932980915
2017-03-31 20:22:00.054320,1490991720054320000,37.4259158131,-122.076317615,-31.6759207486
2017-03-31 20:22:00.154420,1490991720154420000,37.4259200751,-122.076313698,-31.6567815038
2017-03-31 20:22:00.254521,1490991720254521000,37.4259243362,-122.076309685,-31.6368530253
2017-03-31 20:22:00.354591,1490991720354591000,37.4259285091,-122.076305713,-31.6162162884
2017-03-31 20:22:00.454677,1490991720454677000,37.4259326546,-122.076301764,-31.5954007709
2017-03-31 20:22:00.554740,1490991720554740000,37.4259362145,-122.07629848,-31.5818628769
2017-03-31 20:22:00.654827,1490991720654827000,37.4259402051,-122.076294717,-31.570728431
2017-03-31 20:22:00.754927,1490991720754927000,37.4259448591,-122.076290209,-31.5594581189
2017-03-31 20:22:00.855049,1490991720855049000,37.4259487433,-122.076286429,-31.5471479921
