timestamp,points,frame_id,filename
1490991909018059000,35333,velodyne,lidar/1490991909018059000
1490991909118153000,35398,velodyne,lidar/1490991909118153000
1490991909218204000,35554,velodyne,lidar/1490991909218204000
1490991909318312000,35623,velodyne,lidar/1490991909318312000
1490991909418377000,35537,velodyne,lidar/1490991909418377000
1490991909518496000,35583,velodyne,lidar/1490991909518496000
1490991909618563000,35618,velodyne,lidar/1490991909618563000
1490991909718649000,35538,velodyne,lidar/1490991909718649000
1490991909818740000,35479,velodyne,lidar/1490991909818740000
1490991909918826000,35543,velodyne,lidar/1490991909918826000
1490991910018909000,35600,velodyne,lidar/1490991910018909000
1490991910119000000,35551,velodyne,lidar/1490991910119000000
1490991910219082000,35569,velodyne,lidar/1490991910219082000
1490991910319184000,35577,velodyne,lidar/1490991910319184000
1490991910419258000,35483,velodyne,lidar/1490991910419258000
1490991910519348000,35592,velodyne,lidar/1490991910519348000
1490991910619443000,35696,velodyne,lidar/1490991910619443000
1490991910719505000,35637,velodyne,lidar/1490991910719505000
1490991910819617000,35560,velodyne,lidar/1490991910819617000
1490991910919721000,35570,velodyne,lidar/1490991910919721000
1490991911019777000,35702,velodyne,lidar/1490991911019777000
1490991911119852000,35739,velodyne,lidar/1490991911119852000
1490991911219967000,35671,velodyne,lidar/1490991911219967000
1490991911320048000,35711,velodyne,lidar/1490991911320048000
1490991911420116000,35746,velodyne,lidar/1490991911420116000
1490991911520212000,35652,velodyne,lidar/1490991911520212000
1490991911620298000,35567,velodyne,lidar/1490991911620298000
1490991911720396000,35587,velodyne,lidar/1490991911720396000
1490991911820482000,35597,velodyne,lidar/1490991911820482000
1490991911920547000,35536,velodyne,lidar/1490991911920547000
1490991912020646000,35426,velodyne,lidar/1490991912020646000
1490991912120733000,35417,velodyne,lidar/1490991912120733000
1490991912220856000,35321,velodyne,lidar/1490991912220856000
1490991912320914000,35205,velodyne,lidar/1490991912320914000
1490991912421003000,35113,velodyne,lidar/1490991912421003000
1490991912521100000,35332,velodyne,lidar/1490991912521100000
1490991912621169000,35293,velodyne,lidar/1490991912621169000
1490991912721253000,35141,velodyne,lidar/1490991912721253000
1490991912821340000,35032,velodyne,lidar/1490991912821340000
1490991912921425000,34960,velodyne,lidar/1490991912921425000
1490991913021524000,34929,velodyne,lidar/1490991913021524000
1490991913121639000,35071,velodyne,lidar/1490991913121639000
1490991913221684000,35188,velodyne,lidar/1490991913221684000
1490991913321801000,34868,velodyne,lidar/1490991913321801000
1490991913421859000,34593,velodyne,lidar/1490991913421859000
1490991913521936000,34620,velodyne,lidar/1490991913521936000
1490991913622045000,34616,velodyne,lidar/1490991913622045000
1490991913722129000,34738,velodyne,lidar/1490991913722129000
1490991913822191000,34762,velodyne,lidar/1490991913822191000
1490991913922308000,34612,velodyne,lidar/1490991913922308000
1490991914022401000,34673,velodyne,lidar/1490991914022401000
1490991914122475000,34472,velodyne,lidar/1490991914122475000
1490991914222565000,33944,velodyne,lidar/1490991914222565000
1490991914322652000,33500,velodyne,lidar/1490991914322652000
1490991914422715000,32678,velodyne,lidar/1490991914422715000
1490991914522835000,32492,velodyne,lidar/1490991914522835000
1490991914622901000,32204,velodyne,lidar/1490991914622901000
1490991914722973000,32846,velodyne,lidar/1490991914722973000
1490991914823082000,33389,velodyne,lidar/1490991914823082000
1490991914923185000,33689,velodyne,lidar/1490991914923185000
1490991915023233000,34459,velodyne,lidar/1490991915023233000
1490991915123320000,34642,velodyne,lidar/1490991915123320000
1490991915223430000,35090,velodyne,lidar/1490991915223430000
1490991915323493000,35253,velodyne,lidar/1490991915323493000
1490991915423597000,35275,velodyne,lidar/1490991915423597000
1490991915523679000,35276,velodyne,lidar/1490991915523679000
1490991915623765000,35557,velodyne,lidar/1490991915623765000
1490991915723884000,35523,velodyne,lidar/1490991915723884000
1490991915823952000,35381,velodyne,lidar/1490991915823952000
1490991915924029000,35591,velodyne,lidar/1490991915924029000
1490991916024122000,35617,velodyne,lidar/1490991916024122000
1490991916124197000,35483,velodyne,lidar/1490991916124197000
1490991916224296000,35540,velodyne,lidar/1490991916224296000
1490991916324371000,35395,velodyne,lidar/1490991916324371000
