timestamp,points,frame_id,filename
1495231988951423000,45278,velodyne,lidar/1495231988951423000
1495231989051518000,45281,velodyne,lidar/1495231989051518000
1495231989151619000,45379,velodyne,lidar/1495231989151619000
1495231989251698000,45346,velodyne,lidar/1495231989251698000
1495231989351789000,45507,velodyne,lidar/1495231989351789000
1495231989451858000,45492,velodyne,lidar/1495231989451858000
1495231989551959000,45145,velodyne,lidar/1495231989551959000
1495231989652028000,45047,velodyne,lidar/1495231989652028000
1495231989752126000,45146,velodyne,lidar/1495231989752126000
1495231989852193000,44792,velodyne,lidar/1495231989852193000
1495231989952285000,44957,velodyne,lidar/1495231989952285000
1495231990052382000,44957,velodyne,lidar/1495231990052382000
1495231990152472000,45073,velodyne,lidar/1495231990152472000
1495231990252536000,44797,velodyne,lidar/1495231990252536000
1495231990352618000,44473,velodyne,lidar/1495231990352618000
1495231990452713000,44881,velodyne,lidar/1495231990452713000
1495231990552829000,44487,velodyne,lidar/1495231990552829000
1495231990652892000,44491,velodyne,lidar/1495231990652892000
1495231990752978000,44777,velodyne,lidar/1495231990752978000
1495231990853058000,44729,velodyne,lidar/1495231990853058000
1495231990953128000,44504,velodyne,lidar/1495231990953128000
1495231991053228000,44563,velodyne,lidar/1495231991053228000
1495231991153303000,44887,velodyne,lidar/1495231991153303000
1495231991253416000,44242,velodyne,lidar/1495231991253416000
1495231991353486000,45125,velodyne,lidar/1495231991353486000
1495231991453560000,45302,velodyne,lidar/1495231991453560000
1495231991553675000,45571,velodyne,lidar/1495231991553675000
1495231991653760000,45714,velodyne,lidar/1495231991653760000
1495231991753833000,45574,velodyne,lidar/1495231991753833000
1495231991853918000,45571,velodyne,lidar/1495231991853918000
1495231991953995000,45660,velodyne,lidar/1495231991953995000
1495231992054085000,45565,velodyne,lidar/1495231992054085000
1495231992154192000,45619,velodyne,lidar/1495231992154192000
1495231992254280000,45501,velodyne,lidar/1495231992254280000
1495231992354389000,45159,velodyne,lidar/1495231992354389000
1495231992454455000,45087,velodyne,lidar/1495231992454455000
1495231992554565000,45233,velodyne,lidar/1495231992554565000
1495231992654643000,44841,velodyne,lidar/1495231992654643000
1495231992754734000,44917,velodyne,lidar/1495231992754734000
1495231992854795000,45031,velodyne,lidar/1495231992854795000
1495231992954873000,45015,velodyne,lidar/1495231992954873000
1495231993054945000,44809,velodyne,lidar/1495231993054945000
1495231993155057000,44472,velodyne,lidar/1495231993155057000
1495231993255143000,44901,velodyne,lidar/1495231993255143000
1495231993355213000,44489,velodyne,lidar/1495231993355213000
1495231993455303000,44700,velodyne,lidar/1495231993455303000
1495231993555390000,44786,velodyne,lidar/1495231993555390000
1495231993655496000,44781,velodyne,lidar/1495231993655496000
1495231993755549000,44442,velodyne,lidar/1495231993755549000
1495231993855673000,44647,velodyne,lidar/1495231993855673000
1495231993955749000,44736,velodyne,lidar/1495231993955749000
1495231994055810000,44432,velodyne,lidar/1495231994055810000
1495231994155907000,45203,velodyne,lidar/1495231994155907000
1495231994256008000,45376,velodyne,lidar/1495231994256008000
1495231994356102000,45505,velodyne,lidar/1495231994356102000
1495231994456169000,45548,velodyne,lidar/1495231994456169000
1495231994556243000,45448,velodyne,lidar/1495231994556243000
1495231994656367000,45458,velodyne,lidar/1495231994656367000
1495231994756436000,45334,velodyne,lidar/1495231994756436000
1495231994856515000,45394,velodyne,lidar/1495231994856515000
1495231994956587000,45417,velodyne,lidar/1495231994956587000
1495231995056679000,45322,velodyne,lidar/1495231995056679000
1495231995156773000,45023,velodyne,lidar/1495231995156773000
1495231995256857000,44939,velodyne,lidar/1495231995256857000
1495231995356964000,44999,velodyne,lidar/1495231995356964000
1495231995457056000,44730,velodyne,lidar/1495231995457056000
1495231995557116000,44748,velodyne,lidar/1495231995557116000
1495231995657191000,45034,velodyne,lidar/1495231995657191000
1495231995757332000,44896,velodyne,lidar/1495231995757332000
1495231995857388000,44750,velodyne,lidar/1495231995857388000
1495231995957449000,44531,velodyne,lidar/1495231995957449000
1495231996057574000,44879,velodyne,lidar/1495231996057574000
1495231996157625000,44543,velodyne,lidar/1495231996157625000
1495231996257745000,44684,velodyne,lidar/1495231996257745000
1495231996357841000,44770,velodyne,lidar/1495231996357841000
1495231996457917000,44711,velodyne,lidar/1495231996457917000
1495231996557983000,44496,velodyne,lidar/1495231996557983000
1495231996658059000,44601,velodyne,lidar/1495231996658059000
