index,timestamp,lat,long,alt
2017-03-31 20:42:04.197487,1490992924197487000,37.426472598,-122.076414978,-32.9156391823
2017-03-31 20:42:04.297555,1490992924297555000,37.4264700052,-122.076418285,-32.9176101325
2017-03-31 20:42:04.397641,1490992924397641000,37.4264660251,-122.076423362,-32.9206355141
2017-03-31 20:42:04.497739,1490992924497739000,37.4264620446,-122.076428439,-32.9236612594
2017-03-31 20:42:04.597817,1490992924597817000,37.4264580649,-122.076433515,-32.9266864012
2017-03-31 20:42:04.697903,1490992924697903000,37.4264538994,-122.076437883,-32.9233923636
2017-03-31 20:42:04.797990,1490992924797990000,37.426449697,-122.07644211,-32.9188386914
2017-03-31 20:42:04.898075,1490992924898075000,37.4264454945,-122.076446337,-32.9142851008
2017-03-31 20:42:04.998163,1490992924998163000,37.426441292,-122.076450565,-32.9097313704
2017-03-31 20:42:05.098248,1490992925098248000,37.4264370896,-122.076454792,-32.9051777797
2017-03-31 20:42:05.198335,1490992925198335000,37.4264328865,-122.076458892,-32.9010994588
2017-03-31 20:42:05.298422,1490992925298422000,37.4264286771,-122.076461544,-32.9024259953
2017-03-31 20:42:05.398509,1490992925398509000,37.4264244677,-122.076464197,-32.9037525319
2017-03-31 20:42:05.498595,1490992925498595000,37.4264202583,-122.076466849,-32.9050790549
2017-03-31 20:42:05.598682,1490992925598682000,37.4264160489,-122.076469501,-32.9064055914
2017-03-31 20:42:05.698767,1490992925698767000,37.4264118396,-122.076472154,-32.9077321008
2017-03-31 20:42:05.798859,1490992925798859000,37.4264071958,-122.076473875,-32.8953632572
2017-03-31 20:42:05.898959,1490992925898959000,37.4264025288,-122.076475548,-32.8822729253
2017-03-31 20:42:05.999030,1490992925999030000,37.4263978854,-122.076477135,-32.8690700551
2017-03-31 20:42:06.099115,1490992926099115000,37.4263934505,-122.076477917,-32.854773152
2017-03-31 20:42:06.199202,1490992926199202000,37.4263890154,-122.076478699,-32.8404759564
2017-03-31 20:42:06.299291,1490992926299291000,37.4263846294,-122.076479401,-32.8274398271
2017-03-31 20:42:06.399387,1490992926399387000,37.4263806765,-122.076479398,-32.8255392766
