index,timestamp,lat,long,alt
2017-03-31 21:12:20.871053,1490994740871053000,37.4264556383,-122.075837703,-32.08190914
2017-03-31 21:12:20.971126,1490994740971126000,37.4264556658,-122.075837687,-32.0831525352
2017-03-31 21:12:21.071212,1490994741071212000,37.426455724,-122.075837637,-32.0829239103
2017-03-31 21:12:21.171310,1490994741171310000,37.4264558281,-122.075837528,-32.0828605737
2017-03-31 21:12:21.271381,1490994741271381000,37.4264560129,-122.07583734,-32.0836025178
2017-03-31 21:12:21.371481,1490994741371481000,37.4264562926,-122.075837041,-32.0838463629
2017-03-31 21:12:21.471566,1490994741471566000,37.4264566839,-122.07583662,-32.085531301
2017-03-31 21:12:21.571654,1490994741571654000,37.4264571324,-122.075836161,-32.0881741921
2017-03-31 21:12:21.671732,1490994741671732000,37.4264577861,-122.07583549,-32.0913317052
2017-03-31 21:12:21.771814,1490994741771814000,37.4264587551,-122.075834442,-32.0939368054
2017-03-31 21:12:21.871889,1490994741871889000,37.4264597059,-122.075833394,-32.0957160987
2017-03-31 21:12:21.971976,1490994741971976000,37.4264608224,-122.075832136,-32.1023945518
2017-03-31 21:12:22.072062,1490994742072062000,37.426462167,-122.07583064,-32.1085220866
2017-03-31 21:12:22.172173,1490994742172173000,37.4264637173,-122.075828951,-32.1130001456
2017-03-31 21:12:22.272246,1490994742272246000,37.4264654283,-122.075827054,-32.118036576
2017-03-31 21:12:22.372346,1490994742372346000,37.4264673161,-122.075824913,-32.1288139355
2017-03-31 21:12:22.472435,1490994742472435000,37.426469352,-122.075822554,-32.1429408595
2017-03-31 21:12:22.572509,1490994742572509000,37.4264712328,-122.075820305,-32.1514070943
2017-03-31 21:12:22.672607,1490994742672607000,37.4264735622,-122.075817457,-32.1577168223
2017-03-31 21:12:22.772705,1490994742772705000,37.4264763981,-122.075814,-32.1650005454
2017-03-31 21:12:22.872758,1490994742872758000,37.4264790665,-122.075810775,-32.1732326746
2017-03-31 21:12:22.972867,1490994742972867000,37.4264818464,-122.07580738,-32.1834957889
2017-03-31 21:12:23.072929,1490994743072929000,37.426484554,-122.075803945,-32.194320433
2017-03-31 21:12:23.173017,1490994743173017000,37.4264872042,-122.075800519,-32.2050957057
2017-03-31 21:12:23.273128,1490994743273128000,37.4264903558,-122.075796334,-32.2191357764
2017-03-31 21:12:23.373210,1490994743373210000,37.4264937477,-122.075791656,-32.2360193062
2017-03-31 21:12:23.473299,1490994743473299000,37.4264969094,-122.075787217,-32.2578158184
