timestamp,tx,ty,tz,rx,ry,rz
1495232668023460149,19.2524414062,-62.3140525818,0.355669051409,-0.276216943884,-0.0490603348564,1.75564952757
1495232668128283023,19.2974452972,-62.2665672302,0.321929693222,-0.281069572561,-0.0404138261879,1.75731830561
1495232668233524084,19.3777885437,-62.2605056763,0.321617245674,-0.29144504412,-0.0339244963298,1.75551802959
1495232668338154077,19.4472332001,-62.2633399963,0.397703677416,-0.30836815202,-0.0275370857506,1.7479802399
1495232668442877054,19.5055007935,-62.2634735107,0.472659438848,-0.307293420509,-0.0312571421375,1.74292455394
1495232668547770977,19.5658226013,-62.2161979675,0.380849778652,-0.299309509178,-0.0398805048357,1.7408194837
1495232668652552127,19.6032562256,-62.2486457825,0.429060935974,-0.294836489843,-0.0441883983283,1.74295368878
1495232668757289171,19.7114086151,-62.2386627197,0.391795098782,-0.284961387721,-0.0457366926147,1.75530762038
1495232668862471103,19.7935504913,-62.2468605042,0.402319073677,-0.290232377357,-0.0437228014106,1.76980173984
1495232668967077016,19.8015594482,-62.3244972229,0.360454589128,-0.295868909482,-0.0459391363656,1.78675899997
1495232669071959972,19.8119983673,-62.3897132874,0.332935988903,-0.297675507398,-0.0482406467523,1.8049221031
1495232669176737070,19.856672287,-62.2924804688,0.332482159138,-0.303500315187,-0.047550661873,1.83310857239
1495232669281628131,20.1116714478,-62.2133026123,0.432907283306,-0.309688719162,-0.0441375767945,1.86335537551
1495232669386408090,20.2942123413,-62.204082489,0.416786521673,-0.308474423499,-0.0387592421648,1.88349270255
1495232669491534948,20.3993587494,-62.1727371216,0.455565094948,-0.304055894517,-0.0348752649281,1.89611575929
1495232669596047163,20.3508892059,-62.1759757996,0.455122977495,-0.29561932291,-0.0261030856521,1.89412896346
1495232669700895071,20.3722820282,-62.1823348999,0.412182718515,-0.304926183401,-0.0234403766553,1.89040570751
1495232669805726051,20.4698104858,-62.1561050415,0.429593414068,-0.311727752401,-0.0239500053251,1.88084771432
1495232669910642147,20.5267944336,-62.1225776672,0.393307805061,-0.324197012193,-0.0345079389013,1.87085710082
1495232670015462160,20.5731678009,-62.105846405,0.42327144742,-0.328849405102,-0.0568894966225,1.88586503432
1495232670120355129,20.6029376984,-62.0963363647,0.389268159866,-0.341980034583,-0.0548685011156,1.90279684658
1495232670225121021,20.7391109467,-62.1082878113,0.470206975937,-0.347732316225,-0.0584958173934,1.91637221436
1495232670329946041,20.7820987701,-62.0624656677,0.484987258911,-0.33305764564,-0.0577371253631,1.92973101564
1495232670434753179,20.8866138458,-62.0468139648,0.471042126417,-0.318443402096,-0.0546605341991,1.95290997608
1495232670539625167,20.9440536499,-62.0502090454,0.493168085814,-0.313154048277,-0.0596907934042,1.97732399355
1495232670644639968,20.9753036499,-62.1118850708,0.490775167942,-0.313211816367,-0.0662925216263,2.00442670664
1495232670749314069,21.1061916351,-62.0420913696,0.555757164955,-0.298461433037,-0.0724925675463,2.03616328672
1495232670854305982,21.1832923889,-61.9477767944,0.54968804121,-0.296768042276,-0.069562957732,2.06814978984
1495232670959007024,21.2859840393,-61.8883743286,0.540875613689,-0.293910385389,-0.0612067828307,2.09535410841
1495232671064043045,21.3741989136,-61.8439407349,0.514716148376,-0.282003830653,-0.0563024119929,2.11203787339
1495232671168643951,21.3622112274,-61.8388214111,0.463439315557,-0.279089395463,-0.0547212205077,2.12599035644
1495232671273656129,21.4347610474,-61.7993583679,0.471818327904,-0.289608752694,-0.0510360021443,2.13442760956
1495232671378363132,21.4783306122,-61.7814254761,0.538237273693,-0.296230449833,-0.0381320731252,2.1354652207
1495232671483303070,21.5904788971,-61.7108268738,0.492501080036,-0.292537278623,-0.0428565266455,2.13448487489
1495232671588113069,21.6624774933,-61.6490974426,0.540469110012,-0.28357406033,-0.0470625945522,2.12792621094
1495232671693034172,21.6796360016,-61.6467285156,0.48142850399,-0.275126473259,-0.0513161382034,2.12192104211
1495232671797764062,21.6958694458,-61.6236915588,0.479115158319,-0.27376399264,-0.0512116182608,2.12472104862
1495232671902652025,21.8136577606,-61.5616340637,0.512502193451,-0.288057530292,-0.0499793469183,2.13862380758
1495232672007383108,21.8780021667,-61.5594711304,0.513741731644,-0.304416552453,-0.0518388135011,2.15518957749
1495232672112287044,21.9399414062,-61.592830658,0.529873132706,-0.311542550051,-0.0500525584701,2.17161330836
1495232672217149019,22.047914505,-61.5158119202,0.554188609123,-0.315067597689,-0.0369774620366,2.18270204523
1495232672321946144,22.1467418671,-61.468585968,0.5610871315,-0.300199428848,-0.0364285657143,2.18458679716
1495232672426782131,22.2254486084,-61.4321212769,0.567147493362,-0.295833086044,-0.033208513162,2.1783549525
1495232672531614065,22.259103775,-61.3862762451,0.542472243309,-0.286608519701,-0.032302215198,2.16342928183
1495232672636465072,22.2906608582,-61.3330230713,0.524705708027,-0.28614887562,-0.0320965619786,2.14190104218
1495232672741377115,22.3822364807,-61.365070343,0.565612077713,-0.292560771381,-0.0279935501473,2.10793404499
1495232672846223115,22.4610061646,-61.2915077209,0.518792748451,-0.292296114647,-0.0316634035399,2.06346970613
1495232672951030969,22.5027122498,-61.2790298462,0.562556624413,-0.293546956124,-0.0414150871489,2.00851651819
1495232673055977106,22.5828056335,-61.1901855469,0.583039700985,-0.284947581616,-0.0406303501685,1.95373195705
1495232673160586118,22.6561012268,-61.1640739441,0.540986597538,-0.285971762339,-0.0417306012784,1.90032914938
1495232673265655040,22.6612205505,-61.2083244324,0.50162935257,-0.284791495341,-0.0356617381307,1.88044484758
1495232673370434045,22.7759590149,-61.187297821,0.521205425262,-0.288439162377,-0.040827275863,1.86828176788
1495232673475303173,22.8351325989,-61.1798324585,0.570039272308,-0.290427702313,-0.0539249870271,1.86250320037
1495232673579988956,22.8609333038,-61.1710624695,0.54294860363,-0.30044782995,-0.0614976120848,1.87006365881
1495232673684937953,22.9878005981,-61.1623916626,0.502930045128,-0.283862156288,-0.0643179242032,1.88795291437
1495232673789688110,23.1498622894,-61.1478118896,0.587973713875,-0.285185342604,-0.0576794064904,1.8941517609
