index,timestamp,tx,ty,tz,rx,ry,rz
2017-03-31 20:55:01.771026,1490993701771026000,-14.217,-23.166,0.457,0.0,0.0,0.0
2017-03-31 20:55:01.871098,1490993701871098000,-14.217,-23.166,0.458716507925,0.0,0.0,0.0
2017-03-31 20:55:01.971209,1490993701971209000,-14.217,-23.166568543,0.461137086096,0.0,0.0,0.0
2017-03-31 20:55:02.071301,1490993702071301000,-14.2158564047,-23.1664282024,0.462571797633,0.0,0.0,0.0
2017-03-31 20:55:02.171371,1490993702171371000,-14.2155781524,-23.166,0.464156304727,0.0,0.0,0.0
2017-03-31 20:55:02.271457,1490993702271457000,-14.2165739749,-23.1654260251,0.463278075192,0.0,0.0,0.0
2017-03-31 20:55:02.371543,1490993702371543000,-14.217,-23.164422847,0.465462918224,0.0,0.0,0.0
2017-03-31 20:55:02.471630,1490993702471630000,-14.2164219522,-23.1645780478,0.468,0.0,0.0,0.0
2017-03-31 20:55:02.571694,1490993702571694000,-14.2155356123,-23.165,0.468464387653,0.0,0.0,0.0
2017-03-31 20:55:02.671794,1490993702671794000,-14.2145552816,-23.1658894367,0.464552816355,0.0,0.0,0.0
2017-03-31 20:55:02.771919,1490993702771919000,-14.2145799858,-23.167,0.459579985812,0.0,0.0,0.0
2017-03-31 20:55:02.872007,1490993702872007000,-14.2167450531,-23.1658366313,0.462326737418,0.0,0.0,0.0
2017-03-31 20:55:02.972063,1490993702972063000,-14.2191557446,-23.165,0.464577872276,0.0,0.0,0.0
2017-03-31 20:55:03.072141,1490993703072141000,-14.22,-23.1644413738,0.466675878635,0.0,0.0,0.0
2017-03-31 20:55:03.172227,1490993703172227000,-14.22,-23.1651278462,0.469127846245,0.0,0.0,0.0
2017-03-31 20:55:03.272313,1490993703272313000,-14.219426364,-23.166,0.468852727942,0.0,0.0,0.0
2017-03-31 20:55:03.372421,1490993703372421000,-14.219,-23.1654225049,0.467422504885,0.0,0.0,0.0
2017-03-31 20:55:03.472474,1490993703472474000,-14.2184167939,-23.1644167939,0.468749618156,0.0,0.0,0.0
2017-03-31 20:55:03.572585,1490993703572585000,-14.2184646168,-23.164,0.470464616755,0.0,0.0,0.0
2017-03-31 20:55:03.672648,1490993703672648000,-14.2181278327,-23.1648721673,0.468383498097,0.0,0.0,0.0
2017-03-31 20:55:03.772734,1490993703772734000,-14.2175791606,-23.166,0.465579160588,0.0,0.0,0.0
2017-03-31 20:55:03.872822,1490993703872822000,-14.218,-23.1665931697,0.466593169724,0.0,0.0,0.0
2017-03-31 20:55:03.972909,1490993703972909000,-14.218,-23.1663963538,0.46881093855,0.0,0.0,0.0
2017-03-31 20:55:04.073009,1490993704073009000,-14.218,-23.166,0.468813124595,0.0,0.0,0.0
2017-03-31 20:55:04.173096,1490993704173096000,-14.2174130481,-23.1665869519,0.467413048104,0.0,0.0,0.0
2017-03-31 20:55:04.273179,1490993704273179000,-14.2164162224,-23.167,0.466416222354,0.0,0.0,0.0
2017-03-31 20:55:04.373256,1490993704373256000,-14.216,-23.1675873598,0.467174719536,0.0,0.0,0.0
2017-03-31 20:55:04.473346,1490993704473346000,-14.2165932908,-23.168,0.468593290765,0.0,0.0,0.0
2017-03-31 20:55:04.573451,1490993704573451000,-14.217,-23.168,0.469472633932,0.0,0.0,0.0
2017-03-31 20:55:04.673519,1490993704673519000,-14.2165442372,-23.1684557628,0.464530846028,0.0,0.0,0.0
2017-03-31 20:55:04.773626,1490993704773626000,-14.2165931109,-23.1678137783,0.458593110864,0.0,0.0,0.0
2017-03-31 20:55:04.873702,1490993704873702000,-14.2175939357,-23.167,0.461375742832,0.0,0.0,0.0
2017-03-31 20:55:04.973776,1490993704973776000,-14.2185946115,-23.1664053885,0.462405388463,0.0,0.0,0.0
2017-03-31 20:55:05.073862,1490993705073862000,-14.2195493694,-23.1654506306,0.462549369422,0.0,0.0,0.0
2017-03-31 20:55:05.173977,1490993705173977000,-14.22,-23.165,0.464683045764,0.0,0.0,0.0
2017-03-31 20:55:05.274049,1490993705274049000,-14.21939183,-23.16560817,0.468432680123,0.0,0.0,0.0
2017-03-31 20:55:05.374150,1490993705374150000,-14.2196256776,-23.1653743224,0.468748644872,0.0,0.0,0.0
2017-03-31 20:55:05.474209,1490993705474209000,-14.22,-23.165,0.466770841886,0.0,0.0,0.0
2017-03-31 20:55:05.574325,1490993705574325000,-14.2195194659,-23.165,0.467922136268,0.0,0.0,0.0
2017-03-31 20:55:05.674397,1490993705674397000,-14.2176104786,-23.1654631738,0.46444191456,0.0,0.0,0.0
2017-03-31 20:55:05.774469,1490993705774469000,-14.2165989714,-23.166,0.456802057201,0.0,0.0,0.0
2017-03-31 20:55:05.874556,1490993705874556000,-14.217,-23.1666066307,0.457213261338,0.0,0.0,0.0
2017-03-31 20:55:05.974654,1490993705974654000,-14.217,-23.165901193,0.459098807014,0.0,0.0,0.0
2017-03-31 20:55:06.074740,1490993706074740000,-14.2175582662,-23.165,0.46,0.0,0.0,0.0
2017-03-31 20:55:06.174816,1490993706174816000,-14.2167746437,-23.1656126782,0.461838034459,0.0,0.0,0.0
2017-03-31 20:55:06.274925,1490993706274925000,-14.216,-23.1666127651,0.466063825575,0.0,0.0,0.0
2017-03-31 20:55:06.374989,1490993706374989000,-14.216,-23.1663832779,0.469233444103,0.0,0.0,0.0
2017-03-31 20:55:06.475078,1490993706475078000,-14.2153776125,-23.166,0.47,0.0,0.0,0.0
2017-03-31 20:55:06.575187,1490993706575187000,-14.215,-23.16549617,0.471511490011,0.0,0.0,0.0
2017-03-31 20:55:06.675261,1490993706675261000,-14.214481849,-23.165,0.46419143224,0.0,0.0,0.0
2017-03-31 20:55:06.775336,1490993706775336000,-14.2146272634,-23.165,0.456627263374,0.0,0.0,0.0
2017-03-31 20:55:06.875422,1490993706875422000,-14.216240719,-23.1643796405,0.457,0.0,0.0,0.0
2017-03-31 20:55:06.975534,1490993706975534000,-14.2163774905,-23.1658675285,0.458245019027,0.0,0.0,0.0
2017-03-31 20:55:07.075600,1490993707075600000,-14.216,-23.1675776817,0.4601553635,0.0,0.0,0.0
2017-03-31 20:55:07.175687,1490993707175687000,-14.216,-23.1685903525,0.462771057477,0.0,0.0,0.0
2017-03-31 20:55:07.275770,1490993707275770000,-14.2153858643,-23.1677717286,0.460929321546,0.0,0.0,0.0
2017-03-31 20:55:07.375870,1490993707375870000,-14.215,-23.1682335545,0.457766445452,0.0,0.0,0.0
2017-03-31 20:55:07.475956,1490993707475956000,-14.2137545207,-23.169,0.455754520732,0.0,0.0,0.0
2017-03-31 20:55:07.576029,1490993707576029000,-14.2139917013,-23.169,0.455495850669,0.0,0.0,0.0
2017-03-31 20:55:07.676127,1490993707676127000,-14.2145039093,-23.169,0.453519546609,0.0,0.0,0.0
2017-03-31 20:55:07.776250,1490993707776250000,-14.2146230909,-23.1683769091,0.454115454566,0.0,0.0,0.0
