index,timestamp,tx,ty,tz,rx,ry,rz
2017-05-19 22:39:28.016483,1495233568016483000,60.2652206421,-30.5309333801,0.861549496651,-0.0110558342658,0.047400262629,-3.02941082786
2017-05-19 22:39:28.116571,1495233568116571000,60.2640609741,-30.5370101929,0.861060738564,-0.0104126123511,0.0467722947769,-3.02905207839
2017-05-19 22:39:28.216697,1495233568216697000,60.2582206726,-30.5265102386,0.848544120789,-0.0113594880506,0.0463138670161,-3.02882865617
2017-05-19 22:39:28.316743,1495233568316743000,60.2372055054,-30.5273952484,0.855808615685,-0.0111244379669,0.0467265653053,-3.02859168664
2017-05-19 22:39:28.416843,1495233568416843000,60.2448501587,-30.5281848907,0.854699492455,-0.0111057904664,0.0468285038979,-3.02779473687
2017-05-19 22:39:28.516926,1495233568516926000,60.2265357971,-30.52825737,0.841373920441,-0.0112812761554,0.0463397594866,-3.02746349816
2017-05-19 22:39:28.617002,1495233568617002000,60.2051086426,-30.5215129852,0.847307324409,-0.0111137478701,0.0456822017574,-3.02651970088
2017-05-19 22:39:28.717123,1495233568717123000,60.191734314,-30.5344543457,0.851057529449,-0.0108263529505,0.0460944442122,-3.025107739
2017-05-19 22:39:28.817186,1495233568817186000,60.1584892273,-30.514585495,0.842877626419,-0.0112523447527,0.0458366239495,-3.02365966062
2017-05-19 22:39:28.917305,1495233568917305000,60.1229896545,-30.5155124664,0.852100610733,-0.0109988486183,0.0463390210864,-3.0206614012
2017-05-19 22:39:29.017347,1495233569017347000,60.0792350769,-30.5043716431,0.825029492378,-0.0113666674842,0.0452505011214,-3.0169481911
2017-05-19 22:39:29.117471,1495233569117471000,60.0334815979,-30.5060920715,0.827618002892,-0.0112316582611,0.0455909600817,-3.01304928142
2017-05-19 22:39:29.217518,1495233569217518000,60.000453949,-30.494184494,0.832916975021,-0.0115227096952,0.0456685678767,-3.00731294101
2017-05-19 22:39:29.317619,1495233569317619000,59.9640007019,-30.519777298,0.838386893272,-0.0106276483155,0.0457657989625,-3.00188424552
2017-05-19 22:39:29.417729,1495233569417729000,59.9034156799,-30.5118141174,0.832633972168,-0.010677409585,0.0453250684813,-2.99387022453
