timestamp,width,height,frame_id,filename
1490991281421072663,1368,1096,camera,camera/1490991281421072663.jpg
1490991281462692911,1368,1096,camera,camera/1490991281462692911.jpg
1490991281504321717,1368,1096,camera,camera/1490991281504321717.jpg
1490991281546014972,1368,1096,camera,camera/1490991281546014972.jpg
1490991281587664359,1368,1096,camera,camera/1490991281587664359.jpg
1490991281629384191,1368,1096,camera,camera/1490991281629384191.jpg
1490991281670979634,1368,1096,camera,camera/1490991281670979634.jpg
1490991281712726161,1368,1096,camera,camera/1490991281712726161.jpg
1490991281754370403,1368,1096,camera,camera/1490991281754370403.jpg
1490991281796000501,1368,1096,camera,camera/1490991281796000501.jpg
1490991281837691105,1368,1096,camera,camera/1490991281837691105.jpg
1490991281879354722,1368,1096,camera,camera/1490991281879354722.jpg
1490991281923430922,1368,1096,camera,camera/1490991281923430922.jpg
1490991281962657366,1368,1096,camera,camera/1490991281962657366.jpg
1490991282004300842,1368,1096,camera,camera/1490991282004300842.jpg
1490991282046077003,1368,1096,camera,camera/1490991282046077003.jpg
1490991282087700470,1368,1096,camera,camera/1490991282087700470.jpg
1490991282131796987,1368,1096,camera,camera/1490991282131796987.jpg
1490991282171026658,1368,1096,camera,camera/1490991282171026658.jpg
1490991282212836752,1368,1096,camera,camera/1490991282212836752.jpg
1490991282254488261,1368,1096,camera,camera/1490991282254488261.jpg
1490991282295960393,1368,1096,camera,camera/1490991282295960393.jpg
1490991282340177384,1368,1096,camera,camera/1490991282340177384.jpg
1490991282379308943,1368,1096,camera,camera/1490991282379308943.jpg
1490991282421051531,1368,1096,camera,camera/1490991282421051531.jpg
1490991282462699645,1368,1096,camera,camera/1490991282462699645.jpg
1490991282504520214,1368,1096,camera,camera/1490991282504520214.jpg
1490991282548464512,1368,1096,camera,camera/1490991282548464512.jpg
1490991282587701983,1368,1096,camera,camera/1490991282587701983.jpg
1490991282629349696,1368,1096,camera,camera/1490991282629349696.jpg
1490991282671025657,1368,1096,camera,camera/1490991282671025657.jpg
1490991282712630336,1368,1096,camera,camera/1490991282712630336.jpg
1490991282756713377,1368,1096,camera,camera/1490991282756713377.jpg
1490991282796049227,1368,1096,camera,camera/1490991282796049227.jpg
1490991282837730113,1368,1096,camera,camera/1490991282837730113.jpg
1490991282879360547,1368,1096,camera,camera/1490991282879360547.jpg
1490991282921077762,1368,1096,camera,camera/1490991282921077762.jpg
1490991282962814025,1368,1096,camera,camera/1490991282962814025.jpg
1490991283004333072,1368,1096,camera,camera/1490991283004333072.jpg
1490991283046032053,1368,1096,camera,camera/1490991283046032053.jpg
1490991283087677923,1368,1096,camera,camera/1490991283087677923.jpg
1490991283129423344,1368,1096,camera,camera/1490991283129423344.jpg
1490991283171393826,1368,1096,camera,camera/1490991283171393826.jpg
1490991283212865654,1368,1096,camera,camera/1490991283212865654.jpg
1490991283254385415,1368,1096,camera,camera/1490991283254385415.jpg
1490991283295961554,1368,1096,camera,camera/1490991283295961554.jpg
1490991283337726430,1368,1096,camera,camera/1490991283337726430.jpg
1490991283379327691,1368,1096,camera,camera/1490991283379327691.jpg
1490991283420994826,1368,1096,camera,camera/1490991283420994826.jpg
1490991283462793212,1368,1096,camera,camera/1490991283462793212.jpg
1490991283504322526,1368,1096,camera,camera/1490991283504322526.jpg
1490991283546071959,1368,1096,camera,camera/1490991283546071959.jpg
1490991283587746174,1368,1096,camera,camera/1490991283587746174.jpg
1490991283629435837,1368,1096,camera,camera/1490991283629435837.jpg
1490991283671210789,1368,1096,camera,camera/1490991283671210789.jpg
1490991283712875479,1368,1096,camera,camera/1490991283712875479.jpg
1490991283754444957,1368,1096,camera,camera/1490991283754444957.jpg
1490991283796007946,1368,1096,camera,camera/1490991283796007946.jpg
1490991283837696416,1368,1096,camera,camera/1490991283837696416.jpg
1490991283879349104,1368,1096,camera,camera/1490991283879349104.jpg
1490991283921016957,1368,1096,camera,camera/1490991283921016957.jpg
1490991283962759504,1368,1096,camera,camera/1490991283962759504.jpg
1490991284004355029,1368,1096,camera,camera/1490991284004355029.jpg
1490991284046005920,1368,1096,camera,camera/1490991284046005920.jpg
1490991284087678656,1368,1096,camera,camera/1490991284087678656.jpg
1490991284129413489,1368,1096,camera,camera/1490991284129413489.jpg
1490991284171012589,1368,1096,camera,camera/1490991284171012589.jpg
1490991284212699712,1368,1096,camera,camera/1490991284212699712.jpg
1490991284254336530,1368,1096,camera,camera/1490991284254336530.jpg
1490991284295971564,1368,1096,camera,camera/1490991284295971564.jpg
1490991284337650269,1368,1096,camera,camera/1490991284337650269.jpg
1490991284379341308,1368,1096,camera,camera/1490991284379341308.jpg
1490991284420961188,1368,1096,camera,camera/1490991284420961188.jpg
1490991284462669347,1368,1096,camera,camera/1490991284462669347.jpg
1490991284504294007,1368,1096,camera,camera/1490991284504294007.jpg
1490991284545961326,1368,1096,camera,camera/1490991284545961326.jpg
1490991284587663208,1368,1096,camera,camera/1490991284587663208.jpg
1490991284629453271,1368,1096,camera,camera/1490991284629453271.jpg
1490991284671052869,1368,1096,camera,camera/1490991284671052869.jpg
1490991284715166764,1368,1096,camera,camera/1490991284715166764.jpg
1490991284754336336,1368,1096,camera,camera/1490991284754336336.jpg
1490991284796000978,1368,1096,camera,camera/1490991284796000978.jpg
1490991284837677472,1368,1096,camera,camera/1490991284837677472.jpg
1490991284879340821,1368,1096,camera,camera/1490991284879340821.jpg
1490991284923480476,1368,1096,camera,camera/1490991284923480476.jpg
1490991284962743286,1368,1096,camera,camera/1490991284962743286.jpg
1490991285004462965,1368,1096,camera,camera/1490991285004462965.jpg
1490991285046039521,1368,1096,camera,camera/1490991285046039521.jpg
1490991285087742011,1368,1096,camera,camera/1490991285087742011.jpg
1490991285131787107,1368,1096,camera,camera/1490991285131787107.jpg
1490991285171009157,1368,1096,camera,camera/1490991285171009157.jpg
1490991285212757683,1368,1096,camera,camera/1490991285212757683.jpg
1490991285254363636,1368,1096,camera,camera/1490991285254363636.jpg
1490991285296027393,1368,1096,camera,camera/1490991285296027393.jpg
