timestamp,width,height,frame_id,filename
1490991637004743997,1368,1096,camera,camera/1490991637004743997.jpg
1490991637046331118,1368,1096,camera,camera/1490991637046331118.jpg
1490991637087991369,1368,1096,camera,camera/1490991637087991369.jpg
1490991637129656480,1368,1096,camera,camera/1490991637129656480.jpg
1490991637173901039,1368,1096,camera,camera/1490991637173901039.jpg
1490991637212966739,1368,1096,camera,camera/1490991637212966739.jpg
1490991637254640248,1368,1096,camera,camera/1490991637254640248.jpg
1490991637296356810,1368,1096,camera,camera/1490991637296356810.jpg
1490991637338050556,1368,1096,camera,camera/1490991637338050556.jpg
1490991637382079352,1368,1096,camera,camera/1490991637382079352.jpg
1490991637421377917,1368,1096,camera,camera/1490991637421377917.jpg
1490991637463182405,1368,1096,camera,camera/1490991637463182405.jpg
1490991637504625703,1368,1096,camera,camera/1490991637504625703.jpg
1490991637546344232,1368,1096,camera,camera/1490991637546344232.jpg
1490991637590435945,1368,1096,camera,camera/1490991637590435945.jpg
1490991637629674522,1368,1096,camera,camera/1490991637629674522.jpg
1490991637671345491,1368,1096,camera,camera/1490991637671345491.jpg
1490991637712941398,1368,1096,camera,camera/1490991637712941398.jpg
1490991637754660100,1368,1096,camera,camera/1490991637754660100.jpg
1490991637798818558,1368,1096,camera,camera/1490991637798818558.jpg
1490991637838143410,1368,1096,camera,camera/1490991637838143410.jpg
1490991637879614784,1368,1096,camera,camera/1490991637879614784.jpg
1490991637921302498,1368,1096,camera,camera/1490991637921302498.jpg
1490991637962938282,1368,1096,camera,camera/1490991637962938282.jpg
1490991638007048357,1368,1096,camera,camera/1490991638007048357.jpg
1490991638046322185,1368,1096,camera,camera/1490991638046322185.jpg
1490991638088015901,1368,1096,camera,camera/1490991638088015901.jpg
1490991638129755213,1368,1096,camera,camera/1490991638129755213.jpg
1490991638171348902,1368,1096,camera,camera/1490991638171348902.jpg
1490991638215501967,1368,1096,camera,camera/1490991638215501967.jpg
1490991638254652609,1368,1096,camera,camera/1490991638254652609.jpg
1490991638296316212,1368,1096,camera,camera/1490991638296316212.jpg
1490991638338055283,1368,1096,camera,camera/1490991638338055283.jpg
1490991638379665579,1368,1096,camera,camera/1490991638379665579.jpg
1490991638423892193,1368,1096,camera,camera/1490991638423892193.jpg
1490991638462973403,1368,1096,camera,camera/1490991638462973403.jpg
1490991638504666892,1368,1096,camera,camera/1490991638504666892.jpg
1490991638546401090,1368,1096,camera,camera/1490991638546401090.jpg
1490991638588125650,1368,1096,camera,camera/1490991638588125650.jpg
1490991638629758630,1368,1096,camera,camera/1490991638629758630.jpg
1490991638671400726,1368,1096,camera,camera/1490991638671400726.jpg
1490991638713062984,1368,1096,camera,camera/1490991638713062984.jpg
1490991638754654674,1368,1096,camera,camera/1490991638754654674.jpg
