timestamp,tx,ty,tz,rx,ry,rz
1490994661519101503,44.072,-23.4,0.84,0.0,0.0,0.0
1490994661649798811,44.074,-23.398,0.844,0.0,0.0,0.0
1490994661720914475,44.075,-23.393,0.83,0.0,0.0,0.0
1490994661821575389,44.083,-23.381,0.83,0.0,0.0,0.0
1490994661918024869,44.098,-23.363,0.83,0.0,0.0,0.0
1490994662018649589,44.117,-23.336,0.831,0.0,0.0,0.0
1490994662120331327,44.142,-23.304,0.831,0.0,0.0,0.0
1490994662221657940,44.173,-23.266,0.832,0.0,0.0,0.0
1490994662322435313,44.207,-23.223,0.833,0.0,0.0,0.0
1490994662423095216,44.245,-23.174,0.832,0.0,0.0,0.0
1490994662519563906,44.287,-23.121,0.834,0.0,0.0,0.0
1490994662650453905,44.331,-23.063,0.831,0.0,0.0,0.0
1490994662722044952,44.378,-23.003,0.818,0.0,0.0,0.0
1490994662818168486,44.431,-22.936,0.818,0.0,0.0,0.0
1490994662919410375,44.49,-22.865,0.82,0.0,0.0,0.0
1490994663020905026,44.554,-22.79,0.819,0.0,0.0,0.0
1490994663121487973,44.621,-22.706,0.821,0.0,0.0,0.0
1490994663222910937,44.689,-22.619,0.819,0.0,0.0,0.0
1490994663298339372,44.759,-22.526,0.815,0.0,0.0,0.0
1490994663425431900,44.831,-22.43,0.813,0.0,0.0,0.0
1490994663521008610,44.907,-22.33,0.814,0.0,0.0,0.0
1490994663646765985,44.989,-22.225,0.813,0.0,0.0,0.0
1490994663722273759,45.078,-22.119,0.796,0.0,0.0,0.0
1490994663817824605,45.175,-22.007,0.79,0.0,0.0,0.0
1490994663918433255,45.275,-21.891,0.787,0.0,0.0,0.0
1490994664019844094,45.373,-21.764,0.783,0.0,0.0,0.0
1490994664120990283,45.475,-21.629,0.782,0.0,0.0,0.0
1490994664221552804,45.586,-21.486,0.779,0.0,0.0,0.0
1490994664322133331,45.703,-21.339,0.774,0.0,0.0,0.0
1490994664422701128,45.826,-21.185,0.772,0.0,0.0,0.0
1490994664518310542,45.954,-21.021,0.766,0.0,0.0,0.0
1490994664649680620,46.093,-20.848,0.766,0.0,0.0,0.0
1490994664720802784,46.238,-20.667,0.755,0.0,0.0,0.0
1490994664821348877,46.398,-20.479,0.75,0.0,0.0,0.0
1490994664921864218,46.566,-20.282,0.75,0.0,0.0,0.0
1490994665017923437,46.73,-20.07,0.741,0.0,0.0,0.0
1490994665118877712,46.9,-19.855,0.738,0.0,0.0,0.0
1490994665224482887,47.076,-19.634,0.728,0.0,0.0,0.0
1490994665319999479,47.259,-19.401,0.719,0.0,0.0,0.0
1490994665420603093,47.453,-19.16,0.715,0.0,0.0,0.0
1490994665526171737,47.659,-18.909,0.711,0.0,0.0,0.0
1490994665865385970,47.874,-18.651,0.706,0.0,0.0,0.0
1490994665865385970,48.096,-18.382,0.693,0.0,0.0,0.0
1490994665865385970,48.325,-18.103,0.686,0.0,0.0,0.0
1490994665880487935,48.561,-17.812,0.671,0.0,0.0,0.0
