index,timestamp,lat,long,alt
2017-03-31 21:12:06.358452,1490994726358452000,37.4267777367,-122.075541591,-33.1331952574
2017-03-31 21:12:06.458538,1490994726458538000,37.4267777367,-122.075541591,-33.1331952574
2017-03-31 21:12:06.558640,1490994726558640000,37.4267777367,-122.075541591,-33.1331952574
2017-03-31 21:12:06.658724,1490994726658724000,37.426777606,-122.075541732,-33.1328888023
2017-03-31 21:12:06.758813,1490994726758813000,37.4267770553,-122.075542326,-33.1315975079
2017-03-31 21:12:06.858884,1490994726858884000,37.4267765046,-122.07554292,-33.1303064414
2017-03-31 21:12:06.958971,1490994726958971000,37.4267759539,-122.075543514,-33.1290151735
2017-03-31 21:12:07.059059,1490994727059059000,37.4267754031,-122.075544108,-33.127723889
2017-03-31 21:12:07.159145,1490994727159145000,37.4267748524,-122.075544702,-33.1264326309
2017-03-31 21:12:07.259233,1490994727259233000,37.4267743016,-122.075545296,-33.1251413465
2017-03-31 21:12:07.359323,1490994727359323000,37.4267737508,-122.07554589,-33.1238500389
2017-03-31 21:12:07.459429,1490994727459429000,37.4267732,-122.075546484,-33.1225585199
2017-03-31 21:12:07.559532,1490994727559532000,37.4267726491,-122.075547078,-33.1212670438
2017-03-31 21:12:07.659593,1490994727659593000,37.4267716502,-122.075548154,-33.1193315572
2017-03-31 21:12:07.759693,1490994727759693000,37.4267693511,-122.075550629,-33.1155267268
2017-03-31 21:12:07.859775,1490994727859775000,37.4267670525,-122.075553103,-33.1117225874
2017-03-31 21:12:07.959838,1490994727959838000,37.4267647542,-122.075555576,-33.1079191679
2017-03-31 21:12:08.059937,1490994728059937000,37.4267624552,-122.075558051,-33.1041143765
2017-03-31 21:12:08.160012,1490994728160012000,37.4267601566,-122.075560525,-33.1003104998
2017-03-31 21:12:08.260099,1490994728260099000,37.4267578579,-122.075562999,-33.0965061657
2017-03-31 21:12:08.360185,1490994728360185000,37.4267555591,-122.075565473,-33.0927018705
2017-03-31 21:12:08.460271,1490994728460271000,37.4267532603,-122.075567947,-33.0888975753
2017-03-31 21:12:08.560371,1490994728560371000,37.4267509613,-122.075570421,-33.0850927547
2017-03-31 21:12:08.660446,1490994728660446000,37.4267482786,-122.075573285,-33.0823755923
2017-03-31 21:12:08.760532,1490994728760532000,37.4267445873,-122.075577174,-33.0825102825
2017-03-31 21:12:08.860620,1490994728860620000,37.4267408959,-122.075581062,-33.0826449756
2017-03-31 21:12:08.960706,1490994728960706000,37.4267372046,-122.07558495,-33.0827796659
2017-03-31 21:12:09.060793,1490994729060793000,37.4267335132,-122.075588839,-33.0829143575
2017-03-31 21:12:09.160904,1490994729160904000,37.426729821,-122.075592728,-33.0830490813
2017-03-31 21:12:09.260966,1490994729260966000,37.4267261306,-122.075596615,-33.0831837392
2017-03-31 21:12:09.361052,1490994729361052000,37.4267224393,-122.075600503,-33.0833184295
2017-03-31 21:12:09.461139,1490994729461139000,37.426718748,-122.075604392,-33.0834531211
2017-03-31 21:12:09.561227,1490994729561227000,37.4267150566,-122.07560828,-33.0835878142
2017-03-31 21:12:09.661336,1490994729661336000,37.426711136,-122.075612321,-33.0827195664
2017-03-31 21:12:09.761399,1490994729761399000,37.4267066429,-122.075616743,-33.0793302201
2017-03-31 21:12:09.861486,1490994729861486000,37.4267021488,-122.075621166,-33.0759400587
2017-03-31 21:12:09.961571,1490994729961571000,37.4266976547,-122.075625589,-33.0725499667
2017-03-31 21:12:10.061658,1490994730061658000,37.4266931606,-122.075630012,-33.0691598053
2017-03-31 21:12:10.161785,1490994730161785000,37.4266886647,-122.075634437,-33.0657682912
2017-03-31 21:12:10.261859,1490994730261859000,37.4266841711,-122.075638859,-33.062378572
2017-03-31 21:12:10.361948,1490994730361948000,37.4266796769,-122.075643282,-33.05898835
2017-03-31 21:12:10.462019,1490994730462019000,37.4266751834,-122.075647704,-33.0555987262
2017-03-31 21:12:10.562094,1490994730562094000,37.4266712478,-122.07565145,-33.0494168082
2017-03-31 21:12:10.662183,1490994730662183000,37.4266673656,-122.075654725,-33.0397968587
2017-03-31 21:12:10.762279,1490994730762279000,37.4266626012,-122.075658088,-33.0269252729
2017-03-31 21:12:10.862354,1490994730862354000,37.4266578378,-122.07566145,-33.0140563866
2017-03-31 21:12:10.962441,1490994730962441000,37.4266530739,-122.075664813,-33.001185953
2017-03-31 21:12:11.062544,1490994731062544000,37.4266483091,-122.075668176,-32.9883134785
2017-03-31 21:12:11.162629,1490994731162629000,37.4266435453,-122.075671539,-32.9754432753
2017-03-31 21:12:11.262701,1490994731262701000,37.426638782,-122.075674901,-32.962574784
2017-03-31 21:12:11.362799,1490994731362799000,37.4266340175,-122.075678264,-32.9497029349
2017-03-31 21:12:11.462874,1490994731462874000,37.4266292541,-122.075681626,-32.9368340486
2017-03-31 21:12:11.562963,1490994731562963000,37.4266244901,-122.075684989,-32.9239633846
2017-03-31 21:12:11.663065,1490994731663065000,37.4266197254,-122.075688352,-32.9110910088
