index,timestamp,tx,ty,tz,rx,ry,rz
2017-03-31 21:12:33.381864,1490994753381864000,66.598,3.08038682407,0.313226351863,0.0,0.0,0.0
2017-03-31 21:12:33.481975,1490994753481975000,66.598,3.08063029469,0.315260589385,0.0,0.0,0.0
2017-03-31 21:12:33.582060,1490994753582060000,66.598,3.081,0.316981497092,0.0,0.0,0.0
2017-03-31 21:12:33.682122,1490994753682122000,66.5988266698,3.08044888681,0.317173330222,0.0,0.0,0.0
2017-03-31 21:12:33.782208,1490994753782208000,66.6009038075,3.07919238503,0.315288577552,0.0,0.0,0.0
2017-03-31 21:12:33.882299,1490994753882299000,66.6001434389,3.08071312218,0.317569683274,0.0,0.0,0.0
2017-03-31 21:12:33.982406,1490994753982406000,66.599,3.081,0.317480108966,0.0,0.0,0.0
2017-03-31 21:12:34.082491,1490994754082491000,66.599,3.08066921947,0.317661561059,0.0,0.0,0.0
2017-03-31 21:12:34.182555,1490994754182555000,66.5994585461,3.08,0.319229273061,0.0,0.0,0.0
2017-03-31 21:12:34.282642,1490994754282642000,66.6003982841,3.07939828412,0.32060171588,0.0,0.0,0.0
2017-03-31 21:12:34.382755,1490994754382755000,66.6,3.079,0.321,0.0,0.0,0.0
2017-03-31 21:12:34.482830,1490994754482830000,66.6,3.07963285233,0.321632852331,0.0,0.0,0.0
2017-03-31 21:12:34.582901,1490994754582901000,66.6,3.08049938637,0.323498159107,0.0,0.0,0.0
2017-03-31 21:12:34.682988,1490994754682988000,66.6004878041,3.0795365876,0.321585371067,0.0,0.0,0.0
2017-03-31 21:12:34.783102,1490994754783102000,66.601,3.0786112391,0.317388760899,0.0,0.0,0.0
2017-03-31 21:12:34.883198,1490994754883198000,66.6016359592,3.07772808165,0.317,0.0,0.0,0.0
2017-03-31 21:12:34.983271,1490994754983271000,66.602,3.07764773086,0.318943192577,0.0,0.0,0.0
2017-03-31 21:12:35.083335,1490994755083335000,66.602,3.078,0.32,0.0,0.0,0.0
