index,timestamp,lat,long,alt
2017-03-31 20:21:30.128402,1490991690128402000,37.4257674649,-122.076538478,-32.7396323789
2017-03-31 20:21:30.228507,1490991690228507000,37.4257674908,-122.076538455,-32.7391693129
2017-03-31 20:21:30.328567,1490991690328567000,37.4257675166,-122.076538432,-32.7387064541
2017-03-31 20:21:30.428677,1490991690428677000,37.4257675424,-122.076538409,-32.7382433643
2017-03-31 20:21:30.528740,1490991690528740000,37.4257675682,-122.076538386,-32.7377804925
2017-03-31 20:21:30.628813,1490991690628813000,37.4257677887,-122.07653819,-32.7370056609
2017-03-31 20:21:30.728939,1490991690728939000,37.4257686217,-122.076537454,-32.7352487283
2017-03-31 20:21:30.829010,1490991690829010000,37.4257694542,-122.076536717,-32.7334927614
2017-03-31 20:21:30.929101,1490991690929101000,37.425770287,-122.076535981,-32.7317364396
2017-03-31 20:21:31.029160,1490991691029160000,37.4257711194,-122.076535245,-32.7299806839
2017-03-31 20:21:31.129247,1490991691129247000,37.4257719521,-122.076534508,-32.728224434
2017-03-31 20:21:31.229359,1490991691229359000,37.425772785,-122.076533771,-32.7264677439
2017-03-31 20:21:31.329445,1490991691329445000,37.4257736177,-122.076533035,-32.724711512
2017-03-31 20:21:31.429544,1490991691429544000,37.4257744505,-122.076532298,-32.7229550555
2017-03-31 20:21:31.529635,1490991691529635000,37.4257752832,-122.076531562,-32.7211987338
2017-03-31 20:21:31.629695,1490991691629695000,37.4257767923,-122.076530257,-32.7170405765
2017-03-31 20:21:31.729817,1490991691729817000,37.425780324,-122.076527251,-32.7057027411
2017-03-31 20:21:31.829902,1490991691829902000,37.4257838543,-122.076524247,-32.6943691092
2017-03-31 20:21:31.929963,1490991691929963000,37.4257873838,-122.076521243,-32.6830382022
2017-03-31 20:21:32.030073,1490991692030073000,37.425790915,-122.076518238,-32.6717017293
2017-03-31 20:21:32.130115,1490991692130115000,37.4257944438,-122.076515235,-32.6603729676
2017-03-31 20:21:32.230211,1490991692230211000,37.4257979746,-122.07651223,-32.6490380891
2017-03-31 20:21:32.330310,1490991692330310000,37.4258015054,-122.076509225,-32.6377028917
2017-03-31 20:21:32.430408,1490991692430408000,37.4258050362,-122.07650622,-32.6263677812
2017-03-31 20:21:32.530505,1490991692530505000,37.4258085669,-122.076503215,-32.6150327868
2017-03-31 20:21:32.630563,1490991692630563000,37.4258120963,-122.076500212,-32.6037021987
2017-03-31 20:21:32.730644,1490991692730644000,37.4258156265,-122.076497208,-32.5923690306
2017-03-31 20:21:32.830742,1490991692830742000,37.4258191573,-122.076494203,-32.5810339202
2017-03-31 20:21:32.930830,1490991692930830000,37.4258226878,-122.076491198,-32.5696999403
2017-03-31 20:21:33.030919,1490991693030919000,37.4258262182,-122.076488194,-32.5583658736
2017-03-31 20:21:33.131032,1490991693131032000,37.4258297496,-122.076485188,-32.5470290528
2017-03-31 20:21:33.231091,1490991693231091000,37.425833279,-122.076482185,-32.5356983777
2017-03-31 20:21:33.331191,1490991693331191000,37.4258368098,-122.07647918,-32.5243630354
2017-03-31 20:21:33.431270,1490991693431270000,37.42584034,-122.076476176,-32.5130300992
2017-03-31 20:21:33.531360,1490991693531360000,37.4258438705,-122.076473171,-32.5016958874
2017-03-31 20:21:33.631440,1490991693631440000,37.4258480745,-122.076469679,-32.4851134558
2017-03-31 20:21:33.731525,1490991693731525000,37.4258541062,-122.076464863,-32.4542937768
2017-03-31 20:21:33.831615,1490991693831615000,37.4258597458,-122.076460278,-32.4261614841
2017-03-31 20:21:33.931702,1490991693931702000,37.4258650427,-122.076455893,-32.4003761873
2017-03-31 20:21:34.031790,1490991694031790000,37.4258703397,-122.076451508,-32.3745906266
2017-03-31 20:21:34.131849,1490991694131849000,37.4258760815,-122.076446727,-32.3511510283
2017-03-31 20:21:34.231962,1490991694231962000,37.425882288,-122.076441442,-32.3293697845
2017-03-31 20:21:34.332062,1490991694332062000,37.425888375,-122.076436185,-32.3063125977
2017-03-31 20:21:34.432132,1490991694432132000,37.4258944603,-122.07643093,-32.2832622511
2017-03-31 20:21:34.532235,1490991694532235000,37.4259005475,-122.076425673,-32.2602043566
2017-03-31 20:21:34.632283,1490991694632283000,37.4259066314,-122.076420418,-32.2371591402
2017-03-31 20:21:34.732391,1490991694732391000,37.425912719,-122.076415161,-32.2141000664
2017-03-31 20:21:34.832466,1490991694832466000,37.4259188045,-122.076409905,-32.1910485994
2017-03-31 20:21:34.932558,1490991694932558000,37.4259250456,-122.076404409,-32.177823915
2017-03-31 20:21:35.032651,1490991695032651000,37.4259312757,-122.076398848,-32.1635808733
