index,timestamp,tx,ty,tz,rx,ry,rz
2017-03-31 20:39:19.755046,1490992759755046000,20.966,-75.2995221551,2.08747784488,0.0,0.0,0.0
2017-03-31 20:39:19.855120,1490992759855120000,20.9665236761,-75.2994763239,2.08804735219,0.0,0.0,0.0
2017-03-31 20:39:19.955236,1490992759955236000,20.9664740073,-75.299,2.08847400734,0.0,0.0,0.0
2017-03-31 20:39:20.055289,1490992760055289000,20.966,-75.299,2.088,0.0,0.0,0.0
2017-03-31 20:39:20.155394,1490992760155394000,20.966,-75.299,2.08847177319,0.0,0.0,0.0
2017-03-31 20:39:20.255470,1490992760255470000,20.966,-75.298520852,2.089,0.0,0.0,0.0
2017-03-31 20:39:20.355593,1490992760355593000,20.966,-75.298,2.08952873119,0.0,0.0,0.0
2017-03-31 20:39:20.455665,1490992760455665000,20.9665260816,-75.2985260816,2.0915782448,0.0,0.0,0.0
2017-03-31 20:39:20.555753,1490992760555753000,20.967,-75.299,2.093,0.0,0.0,0.0
2017-03-31 20:39:20.655816,1490992760655816000,20.967,-75.2986452219,2.08980699715,0.0,0.0,0.0
2017-03-31 20:39:20.755891,1490992760755891000,20.9664691107,-75.2985308893,2.08612355725,0.0,0.0,0.0
2017-03-31 20:39:20.856013,1490992760856013000,20.9654720668,-75.2984720668,2.08747206676,0.0,0.0,0.0
2017-03-31 20:39:20.956098,1490992760956098000,20.965,-75.2985303927,2.08806078532,0.0,0.0,0.0
2017-03-31 20:39:21.056148,1490992761056148000,20.965525879,-75.2979482421,2.08794824208,0.0,0.0,0.0
2017-03-31 20:39:21.156262,1490992761156262000,20.966,-75.2975237056,2.08804741124,0.0,0.0,0.0
2017-03-31 20:39:21.256325,1490992761256325000,20.966,-75.298,2.0884698601,0.0,0.0,0.0
2017-03-31 20:39:21.356456,1490992761356456000,20.966,-75.298,2.08959738123,0.0,0.0,0.0
2017-03-31 20:39:21.456545,1490992761456545000,20.966,-75.298,2.091,0.0,0.0,0.0
2017-03-31 20:39:21.556604,1490992761556604000,20.966,-75.298,2.09142564902,0.0,0.0,0.0
2017-03-31 20:39:21.656680,1490992761656680000,20.966381299,-75.2987625979,2.09009350513,0.0,0.0,0.0
2017-03-31 20:39:21.756761,1490992761756761000,20.967,-75.2994502215,2.08645022148,0.0,0.0,0.0
2017-03-31 20:39:21.856870,1490992761856870000,20.967,-75.299,2.08654654992,0.0,0.0,0.0
2017-03-31 20:39:21.956930,1490992761956930000,20.967,-75.2995438276,2.08754382763,0.0,0.0,0.0
2017-03-31 20:39:22.057042,1490992762057042000,20.967,-75.2994571648,2.088,0.0,0.0,0.0
2017-03-31 20:39:22.157103,1490992762157103000,20.967,-75.299,2.088,0.0,0.0,0.0
2017-03-31 20:39:22.257191,1490992762257191000,20.967,-75.299,2.088,0.0,0.0,0.0
2017-03-31 20:39:22.357276,1490992762357276000,20.967,-75.2984479731,2.08910405372,0.0,0.0,0.0
2017-03-31 20:39:22.457363,1490992762457363000,20.9664409622,-75.298,2.08888192446,0.0,0.0,0.0
2017-03-31 20:39:22.557449,1490992762557449000,20.966,-75.2984411703,2.08976468139,0.0,0.0,0.0
2017-03-31 20:39:22.657537,1490992762657537000,20.966,-75.2986460812,2.09164608115,0.0,0.0,0.0
2017-03-31 20:39:22.757647,1490992762757647000,20.966,-75.298,2.09048201389,0.0,0.0,0.0
2017-03-31 20:39:22.857747,1490992762857747000,20.966,-75.2985534343,2.09110686863,0.0,0.0,0.0
2017-03-31 20:39:22.957807,1490992762957807000,20.966,-75.299,2.09310632909,0.0,0.0,0.0
2017-03-31 20:39:23.057908,1490992763057908000,20.966,-75.299,2.09290005863,0.0,0.0,0.0
2017-03-31 20:39:23.157982,1490992763157982000,20.966,-75.2995527125,2.092,0.0,0.0,0.0
2017-03-31 20:39:23.258073,1490992763258073000,20.966,-75.2994410517,2.09144105174,0.0,0.0,0.0
2017-03-31 20:39:23.358184,1490992763358184000,20.9654419445,-75.299,2.09323222192,0.0,0.0,0.0
2017-03-31 20:39:23.458243,1490992763458243000,20.9644395944,-75.299,2.09387918879,0.0,0.0,0.0
2017-03-31 20:39:23.558353,1490992763558353000,20.9644448464,-75.2985551536,2.09344484643,0.0,0.0,0.0
2017-03-31 20:39:23.658425,1490992763658425000,20.9654011962,-75.2975988038,2.09119162635,0.0,0.0,0.0
2017-03-31 20:39:23.758502,1490992763758502000,20.966,-75.2975585281,2.08755852809,0.0,0.0,0.0
2017-03-31 20:39:23.858606,1490992763858606000,20.966,-75.298,2.08744492262,0.0,0.0,0.0
2017-03-31 20:39:23.958702,1490992763958702000,20.966,-75.298,2.08867364347,0.0,0.0,0.0
2017-03-31 20:39:24.058804,1490992764058804000,20.966,-75.298,2.08944673821,0.0,0.0,0.0
2017-03-31 20:39:24.158847,1490992764158847000,20.9654943666,-75.2985056334,2.089,0.0,0.0,0.0
2017-03-31 20:39:24.258935,1490992764258935000,20.965,-75.2984833349,2.089,0.0,0.0,0.0
2017-03-31 20:39:24.359024,1490992764359024000,20.9644381856,-75.2985618144,2.09068544306,0.0,0.0,0.0
2017-03-31 20:39:24.459119,1490992764459119000,20.964,-75.2984382541,2.09087650823,0.0,0.0,0.0
2017-03-31 20:39:24.559207,1490992764559207000,20.9644438855,-75.298,2.090887771,0.0,0.0,0.0
2017-03-31 20:39:24.659297,1490992764659297000,20.965,-75.298405317,2.09037873199,0.0,0.0,0.0
2017-03-31 20:39:24.759403,1490992764759403000,20.9655679134,-75.299,2.08856791342,0.0,0.0,0.0
2017-03-31 20:39:24.859467,1490992764859467000,20.966,-75.2984307154,2.09013856911,0.0,0.0,0.0
2017-03-31 20:39:24.959566,1490992764959566000,20.966,-75.2974284648,2.09157153519,0.0,0.0,0.0
2017-03-31 20:39:25.059659,1490992765059659000,20.966,-75.297,2.09256782463,0.0,0.0,0.0
2017-03-31 20:39:25.159742,1490992765159742000,20.9654319014,-75.2975680986,2.09356809856,0.0,0.0,0.0
2017-03-31 20:39:25.259812,1490992765259812000,20.9644305657,-75.298,2.09343056565,0.0,0.0,0.0
2017-03-31 20:39:25.359887,1490992765359887000,20.9634310066,-75.2985689934,2.093,0.0,0.0,0.0
2017-03-31 20:39:25.459962,1490992765459962000,20.963,-75.299,2.093,0.0,0.0,0.0
