index,timestamp,lat,long,alt
2017-03-31 20:39:19.755046,1490992759755046000,37.4260789331,-122.0759949,-30.9817876835
2017-03-31 20:39:19.855120,1490992759855120000,37.4260789363,-122.075994895,-30.9802985097
2017-03-31 20:39:19.955236,1490992759955236000,37.4260789408,-122.075994895,-30.9794207072
2017-03-31 20:39:20.055289,1490992760055289000,37.4260789432,-122.075994906,-30.9781785763
2017-03-31 20:39:20.155394,1490992760155394000,37.4260789479,-122.075994912,-30.9776386678
2017-03-31 20:39:20.255470,1490992760255470000,37.4260789472,-122.075994905,-30.9768916824
2017-03-31 20:39:20.355593,1490992760355593000,37.42607894,-122.075994907,-30.9763618811
2017-03-31 20:39:20.455665,1490992760455665000,37.4260789411,-122.075994915,-30.9766540477
2017-03-31 20:39:20.555753,1490992760555753000,37.4260789431,-122.075994911,-30.9752995467
2017-03-31 20:39:20.655816,1490992760655816000,37.4260789468,-122.075994908,-30.9736585323
2017-03-31 20:39:20.755891,1490992760755891000,37.4260789482,-122.075994909,-30.973452054
2017-03-31 20:39:20.856013,1490992760856013000,37.426078958,-122.07599491,-30.9737461462
2017-03-31 20:39:20.956098,1490992760956098000,37.4260789579,-122.075994908,-30.9732061875
2017-03-31 20:39:21.056148,1490992761056148000,37.4260789567,-122.07599491,-30.9719931775
2017-03-31 20:39:21.156262,1490992761156262000,37.4260789567,-122.07599491,-30.9714841868
2017-03-31 20:39:21.256325,1490992761256325000,37.4260789551,-122.075994911,-30.9711523904
2017-03-31 20:39:21.356456,1490992761356456000,37.4260789536,-122.075994915,-30.9698051416
2017-03-31 20:39:21.456545,1490992761456545000,37.4260789539,-122.075994917,-30.9680278815
2017-03-31 20:39:21.556604,1490992761556604000,37.4260789524,-122.075994914,-30.96744801
2017-03-31 20:39:21.656680,1490992761656680000,37.426078949,-122.075994908,-30.9696771294
2017-03-31 20:39:21.756761,1490992761756761000,37.4260789451,-122.075994899,-30.9751000521
2017-03-31 20:39:21.856870,1490992761856870000,37.4260789411,-122.07599489,-30.9805244729
2017-03-31 20:39:21.956930,1490992761956930000,37.426078938,-122.0759949,-30.9804090172
2017-03-31 20:39:22.057042,1490992762057042000,37.4260789427,-122.075994904,-30.9804062055
2017-03-31 20:39:22.157103,1490992762157103000,37.4260789485,-122.075994908,-30.9797708234
2017-03-31 20:39:22.257191,1490992762257191000,37.4260789475,-122.075994903,-30.9791636978
2017-03-31 20:39:22.357276,1490992762357276000,37.4260789466,-122.075994902,-30.9794207056
2017-03-31 20:39:22.457363,1490992762457363000,37.4260789438,-122.075994909,-30.9789135279
2017-03-31 20:39:22.557449,1490992762557449000,37.4260789471,-122.075994912,-30.978333443
2017-03-31 20:39:22.657537,1490992762657537000,37.4260789457,-122.075994913,-30.9773918102
2017-03-31 20:39:22.757647,1490992762757647000,37.4260789441,-122.075994914,-30.9763943225
2017-03-31 20:39:22.857747,1490992762857747000,37.4260789449,-122.075994916,-30.9762027275
2017-03-31 20:39:22.957807,1490992762957807000,37.4260789393,-122.075994914,-30.9760045358
2017-03-31 20:39:23.057908,1490992763057908000,37.4260789371,-122.075994914,-30.9757586107
2017-03-31 20:39:23.157982,1490992763157982000,37.4260789389,-122.075994915,-30.975555517
2017-03-31 20:39:23.258073,1490992763258073000,37.4260789377,-122.075994916,-30.9749282403
2017-03-31 20:39:23.358184,1490992763358184000,37.4260789405,-122.075994925,-30.9743587476
2017-03-31 20:39:23.458243,1490992763458243000,37.4260789482,-122.075994929,-30.9743229528
2017-03-31 20:39:23.558353,1490992763558353000,37.4260789469,-122.075994931,-30.9735761633
2017-03-31 20:39:23.658425,1490992763658425000,37.426078948,-122.07599493,-30.9737368764
2017-03-31 20:39:23.758502,1490992763758502000,37.4260789447,-122.075994918,-30.9738652137
2017-03-31 20:39:23.858606,1490992763858606000,37.4260789451,-122.075994924,-30.9740427059
2017-03-31 20:39:23.958702,1490992763958702000,37.4260789438,-122.075994928,-30.973040535
2017-03-31 20:39:24.058804,1490992764058804000,37.4260789418,-122.075994922,-30.9714746493
2017-03-31 20:39:24.158847,1490992764158847000,37.4260789394,-122.075994927,-30.9705686662
2017-03-31 20:39:24.258935,1490992764258935000,37.426078936,-122.07599493,-30.9698766939
2017-03-31 20:39:24.359024,1490992764359024000,37.4260789357,-122.075994932,-30.9702625403
2017-03-31 20:39:24.459119,1490992764459119000,37.426078937,-122.075994936,-30.9711803628
2017-03-31 20:39:24.559207,1490992764559207000,37.4260789383,-122.07599494,-30.9720981195
2017-03-31 20:39:24.659297,1490992764659297000,37.4260789348,-122.07599494,-30.9709861372
2017-03-31 20:39:24.759403,1490992764759403000,37.4260789301,-122.075994932,-30.9700360676
2017-03-31 20:39:24.859467,1490992764859467000,37.4260789346,-122.07599493,-30.969420812
2017-03-31 20:39:24.959566,1490992764959566000,37.426078942,-122.07599493,-30.9683677991
2017-03-31 20:39:25.059659,1490992765059659000,37.426078947,-122.075994936,-30.967231428
2017-03-31 20:39:25.159742,1490992765159742000,37.42607894,-122.075994944,-30.9675285478
2017-03-31 20:39:25.259812,1490992765259812000,37.4260789407,-122.07599495,-30.9683954672
2017-03-31 20:39:25.359887,1490992765359887000,37.4260789437,-122.075994951,-30.9673024632
2017-03-31 20:39:25.459962,1490992765459962000,37.4260789369,-122.075994953,-30.967547451
2017-03-31 20:39:25.560074,1490992765560074000,37.4260789325,-122.075994956,-30.9680349204
2017-03-31 20:39:25.660181,1490992765660181000,37.426078955,-122.075994927,-30.9754319002
2017-03-31 20:39:25.760236,1490992765760236000,37.4260789662,-122.075994908,-30.9800780655
2017-03-31 20:39:25.860335,1490992765860335000,37.4260789585,-122.075994911,-30.9794038905
2017-03-31 20:39:25.960442,1490992765960442000,37.4260789508,-122.075994914,-30.9787296621
2017-03-31 20:39:26.060517,1490992766060517000,37.426078956,-122.075994908,-30.9801179014
