timestamp,tx,ty,tz,rx,ry,rz
1490991889492150408,75.54,29.872,-0.208,0.0,0.0,0.0
1490991889622863428,75.539,29.871,-0.209,0.0,0.0,0.0
1490991889694310752,75.538,29.868,-0.215,0.0,0.0,0.0
1490991889794831508,75.532,29.861,-0.212,0.0,0.0,0.0
1490991889895518406,75.524,29.849,-0.211,0.0,0.0,0.0
1490991889996096993,75.513,29.835,-0.212,0.0,0.0,0.0
1490991890096883541,75.498,29.815,-0.21,0.0,0.0,0.0
1490991890193044587,75.474,29.783,-0.206,0.0,0.0,0.0
1490991890293940707,75.435,29.729,-0.203,0.0,0.0,0.0
1490991890394816236,75.376,29.648,-0.197,0.0,0.0,0.0
1490991890495416125,75.299,29.541,-0.186,0.0,0.0,0.0
1490991890621217651,75.207,29.412,-0.176,0.0,0.0,0.0
1490991890696620914,75.106,29.261,-0.173,0.0,0.0,0.0
1490991890797201058,74.995,29.099,-0.165,0.0,0.0,0.0
1490991890923776522,74.875,28.921,-0.154,0.0,0.0,0.0
1490991890994174343,74.745,28.733,-0.141,0.0,0.0,0.0
1490991891094823817,74.603,28.532,-0.131,0.0,0.0,0.0
1490991891200632050,74.449,28.32,-0.118,0.0,0.0,0.0
1490991891296238413,74.284,28.099,-0.108,0.0,0.0,0.0
1490991891396997885,74.11,27.863,-0.092,0.0,0.0,0.0
1490991891492534506,73.933,27.614,-0.075,0.0,0.0,0.0
1490991891618647287,73.751,27.362,-0.064,0.0,0.0,0.0
1490991891694094264,73.562,27.097,-0.058,0.0,0.0,0.0
1490991891794637601,73.369,26.824,-0.045,0.0,0.0,0.0
1490991891895341860,73.172,26.539,-0.028,0.0,0.0,0.0
1490991891995944535,72.968,26.249,-0.008,0.0,0.0,0.0
1490991892096524398,72.753,25.957,0.008,0.0,0.0,0.0
1490991892197962733,72.528,25.662,0.019,0.0,0.0,0.0
1490991892298512481,72.296,25.363,0.029,0.0,0.0,0.0
1490991892394017816,72.06,25.056,0.042,0.0,0.0,0.0
1490991892494621458,71.831,24.732,0.06,0.0,0.0,0.0
1490991892620987819,71.602,24.395,0.077,0.0,0.0,0.0
1490991892696385660,71.373,24.043,0.088,0.0,0.0,0.0
1490991892796975984,71.129,23.685,0.102,0.0,0.0,0.0
1490991892923072797,70.869,23.335,0.114,0.0,0.0,0.0
1490991892993515961,70.592,22.987,0.124,0.0,0.0,0.0
1490991893094091298,70.312,22.632,0.139,0.0,0.0,0.0
1490991893194836912,70.044,22.26,0.154,0.0,0.0,0.0
1490991893295424735,69.779,21.876,0.172,0.0,0.0,0.0
1490991893395942201,69.515,21.487,0.184,0.0,0.0,0.0
1490991893496550256,69.242,21.096,0.198,0.0,0.0,0.0
1490991893622299180,68.959,20.705,0.21,0.0,0.0,0.0
1490991893692725442,68.665,20.313,0.214,0.0,0.0,0.0
1490991893793317122,68.373,19.918,0.224,0.0,0.0,0.0
1490991893894935571,68.084,19.521,0.231,0.0,0.0,0.0
1490991893995831951,67.798,19.125,0.244,0.0,0.0,0.0
1490991894096455569,67.51,18.721,0.256,0.0,0.0,0.0
1490991894197947693,67.221,18.308,0.266,0.0,0.0,0.0
1490991894293534938,66.927,17.897,0.272,0.0,0.0,0.0
1490991894395295360,66.629,17.479,0.279,0.0,0.0,0.0
1490991894495881222,66.33,17.052,0.288,0.0,0.0,0.0
1490991894833185736,66.031,16.626,0.302,0.0,0.0,0.0
1490991894833185736,65.734,16.203,0.31,0.0,0.0,0.0
1490991894833185736,65.43,15.786,0.319,0.0,0.0,0.0
1490991894924528481,65.124,15.366,0.328,0.0,0.0,0.0
1490991894994924660,64.828,14.94,0.332,0.0,0.0,0.0
1490991895095901931,64.531,14.504,0.337,0.0,0.0,0.0
1490991895196480762,64.222,14.068,0.351,0.0,0.0,0.0
1490991895297039574,63.9,13.636,0.363,0.0,0.0,0.0
1490991895393671014,63.574,13.208,0.375,0.0,0.0,0.0
1490991895499301484,63.253,12.777,0.385,0.0,0.0,0.0
1490991895620963692,62.94,12.337,0.397,0.0,0.0,0.0
1490991895696699879,62.627,11.894,0.407,0.0,0.0,0.0
1490991895797856231,62.316,11.442,0.414,0.0,0.0,0.0
1490991895893422238,62.001,10.993,0.421,0.0,0.0,0.0
1490991895993997599,61.674,10.545,0.434,0.0,0.0,0.0
1490991896094607596,61.342,10.098,0.448,0.0,0.0,0.0
1490991896195155547,61.01,9.648,0.463,0.0,0.0,0.0
1490991896295732501,60.69,9.192,0.47,0.0,0.0,0.0
1490991896396316513,60.373,8.724,0.482,0.0,0.0,0.0
1490991896496902308,60.049,8.257,0.492,0.0,0.0,0.0
1490991896617615011,59.714,7.792,0.498,0.0,0.0,0.0
1490991896693361238,59.373,7.326,0.496,0.0,0.0,0.0
1490991896794995958,59.034,6.858,0.508,0.0,0.0,0.0
1490991896926323522,58.702,6.389,0.516,0.0,0.0,0.0
1490991896996713313,58.365,5.93,0.519,0.0,0.0,0.0
1490991897097281559,58.032,5.481,0.526,0.0,0.0,0.0
1490991897193525761,57.697,5.036,0.534,0.0,0.0,0.0
1490991897294854259,57.366,4.579,0.542,0.0,0.0,0.0
1490991897391190363,57.031,4.117,0.549,0.0,0.0,0.0
1490991897492291372,56.682,3.658,0.556,0.0,0.0,0.0
1490991897618367074,56.329,3.198,0.566,0.0,0.0,0.0
1490991897693805833,55.984,2.735,0.573,0.0,0.0,0.0
