timestamp,tx,ty,tz,rx,ry,rz
1495234785969407000,16.0139369965,-43.3520851135,-1.77733266354,-0.0688974879183,-0.0305294748176,0.966747582229
1495234786069480000,16.2387199402,-43.1201019287,-1.78025174141,-0.0666101099359,-0.0304505756134,0.964437321955
1495234786169567000,16.4383773804,-42.8811645508,-1.77567517757,-0.0660872859595,-0.0299766756226,0.95853652212
1495234786269654000,16.6646404266,-42.643157959,-1.76454269886,-0.0647829232986,-0.0306426275545,0.956874205843
1495234786369753000,16.8548069,-42.4168510437,-1.75198483467,-0.0645418508363,-0.0304671943913,0.95183599996
1495234786469840000,17.0625400543,-42.195438385,-1.74300503731,-0.0610675483501,-0.0305140542468,0.94970332571
1495234786569911000,17.2664699554,-41.9521560669,-1.74179363251,-0.0621038098321,-0.0308073314571,0.944955204043
1495234786670011000,17.4797935486,-41.7291755676,-1.72121298313,-0.0598969313622,-0.0314708181186,0.943473612967
1495234786770101000,17.6964511871,-41.4778709412,-1.72553288937,-0.0592337554829,-0.0332097953689,0.941913720005
1495234786870193000,17.8891239166,-41.2459106445,-1.71220672131,-0.0580537450995,-0.0335017299458,0.941364550968
1495234786970257000,18.1196956635,-41.0235977173,-1.6810489893,-0.0597067474316,-0.0340732735462,0.939829798847
1495234787070356000,18.3262214661,-40.8099060059,-1.67449903488,-0.0600772123911,-0.0350458235323,0.939340850496
1495234787170464000,18.5365829468,-40.5773696899,-1.66145217419,-0.0608709462895,-0.0360222648595,0.938066034668
1495234787270574000,18.7548866272,-40.3681602478,-1.65530109406,-0.0596396781169,-0.0362192004039,0.937679693812
1495234787370652000,18.9713115692,-40.1360549927,-1.64196848869,-0.0595641509392,-0.0375009414099,0.937370901293
1495234787470713000,19.1827297211,-39.9205703735,-1.61583685875,-0.057863902822,-0.0358037213474,0.938124570937
1495234787570787000,19.3954391479,-39.6853370667,-1.59916377068,-0.0586658436896,-0.0344687926236,0.93627360269
1495234787670886000,19.5938587189,-39.480556488,-1.59077167511,-0.0558180886858,-0.0328562997138,0.937210671792
1495234787770951000,19.812204361,-39.2657203674,-1.5782353878,-0.0546721399201,-0.0314390554828,0.9368626558
1495234787871051000,20.0016613007,-39.0606842041,-1.55939471722,-0.0536043024832,-0.029839982018,0.936812738698
1495234787971148000,20.1924514771,-38.8543968201,-1.55012738705,-0.0557948307566,-0.0274118799197,0.937918906763
1495234788071232000,20.3884162903,-38.658744812,-1.53876531124,-0.0568321578328,-0.0255633140102,0.9371746193
1495234788171343000,20.565662384,-38.4593162537,-1.52650845051,-0.058252086543,-0.022532745537,0.938115345433
1495234788271393000,20.7588272095,-38.2527275085,-1.53065824509,-0.0571318932395,-0.0204897293712,0.938807438511
1495234788371507000,20.9401283264,-38.0539283752,-1.5137925148,-0.056830936761,-0.0186824229721,0.937704205858
1495234788471603000,21.1409893036,-37.860458374,-1.50000572205,-0.0580309977091,-0.0179826548752,0.938718636157
1495234788571666000,21.3086032867,-37.6675796509,-1.48774659634,-0.0583892390502,-0.0167696419586,0.938366787639
1495234788671754000,21.5090332031,-37.4842720032,-1.47974479198,-0.0583543620277,-0.0156445365606,0.938037662801
1495234788771831000,21.6817207336,-37.2950439453,-1.48164975643,-0.0578436066175,-0.0157113522656,0.937711709733
1495234788871903000,21.8667125702,-37.115562439,-1.48427402973,-0.0593250621228,-0.0160939022711,0.936727631396
