index,timestamp,tx,ty,tz,rx,ry,rz
2017-03-31 20:25:28.334808,1490991928334808000,41.1849039541,-33.4579736035,0.746696279028,0.0,0.0,0.0
2017-03-31 20:25:28.434876,1490991928434876000,41.3018933625,-33.2400859351,0.738685195765,0.0,0.0,0.0
2017-03-31 20:25:28.534949,1490991928534949000,41.408686982,-33.0428694422,0.731378296906,0.0,0.0,0.0
2017-03-31 20:25:28.635050,1490991928635050000,41.5090887724,-32.8564363501,0.723189192928,0.0,0.0,0.0
2017-03-31 20:25:28.735116,1490991928735116000,41.6478600088,-32.5989846792,0.710370086651,0.0,0.0,0.0
2017-03-31 20:25:28.835225,1490991928835225000,41.7618160034,-32.3805952075,0.70350021395,0.0,0.0,0.0
2017-03-31 20:25:28.935287,1490991928935287000,41.8751909095,-32.156860047,0.695344178613,0.0,0.0,0.0
2017-03-31 20:25:29.035387,1490991929035387000,41.9900859761,-31.9292355561,0.689332425554,0.0,0.0,0.0
2017-03-31 20:25:29.135461,1490991929135461000,42.1089901112,-31.6916182194,0.678779742253,0.0,0.0,0.0
2017-03-31 20:25:29.235547,1490991929235547000,42.2344415692,-31.4405265613,0.663215704568,0.0,0.0,0.0
2017-03-31 20:25:29.335634,1490991929335634000,42.3688663602,-31.1796770312,0.648706777051,0.0,0.0,0.0
2017-03-31 20:25:29.435750,1490991929435750000,42.5166883656,-30.9049622892,0.638623709399,0.0,0.0,0.0
2017-03-31 20:25:29.535857,1490991929535857000,42.6607236831,-30.6397924624,0.627044882223,0.0,0.0,0.0
2017-03-31 20:25:29.635922,1490991929635922000,42.8072656945,-30.3706676656,0.614130051283,0.0,0.0,0.0
2017-03-31 20:25:29.736006,1490991929736006000,43.0200970914,-29.9780150706,0.589376796298,0.0,0.0,0.0
2017-03-31 20:25:29.836090,1490991929836090000,43.2030219792,-29.6295795236,0.570144592107,0.0,0.0,0.0
2017-03-31 20:25:29.936186,1490991929936186000,43.3992913276,-29.264292285,0.546083373224,0.0,0.0,0.0
2017-03-31 20:25:30.036263,1490991930036263000,43.5923431934,-28.9080867224,0.527788907554,0.0,0.0,0.0
2017-03-31 20:25:30.136339,1490991930136339000,43.7886910822,-28.5327683774,0.518274187236,0.0,0.0,0.0
2017-03-31 20:25:30.236413,1490991930236413000,44.0323840039,-28.0549321898,0.511487425905,0.0,0.0,0.0
2017-03-31 20:25:30.336512,1490991930336512000,44.2608020457,-27.622467407,0.506325389055,0.0,0.0,0.0
2017-03-31 20:25:30.436620,1490991930436620000,44.501541624,-27.1827082427,0.507326638524,0.0,0.0,0.0
2017-03-31 20:25:30.536697,1490991930536697000,44.7349147202,-26.773816929,0.519243909532,0.0,0.0,0.0
2017-03-31 20:25:30.636761,1490991930636761000,44.9667891864,-26.3765102929,0.533574280755,0.0,0.0,0.0
2017-03-31 20:25:30.736847,1490991930736847000,45.2591713602,-25.8216572795,0.523586895218,0.0,0.0,0.0
2017-03-31 20:25:30.836933,1490991930836933000,45.4911840938,-25.3588905829,0.497314344947,0.0,0.0,0.0
2017-03-31 20:25:30.937044,1490991930937044000,45.7304546114,-24.8926473703,0.460109451207,0.0,0.0,0.0
2017-03-31 20:25:31.037106,1490991931037106000,45.9784218456,-24.4290318532,0.420787296958,0.0,0.0,0.0
2017-03-31 20:25:31.137237,1490991931137237000,46.2401758592,-23.9610549248,0.390192888921,0.0,0.0,0.0
2017-03-31 20:25:31.237303,1490991931237303000,46.5160849849,-23.4825428808,0.378581509146,0.0,0.0,0.0
2017-03-31 20:25:31.337425,1490991931337425000,46.7887696123,-22.9982375357,0.379683128542,0.0,0.0,0.0
2017-03-31 20:25:31.437502,1490991931437502000,47.0538534246,-22.5054726187,0.385393155972,0.0,0.0,0.0
2017-03-31 20:25:31.537565,1490991931537565000,47.2893093669,-22.0537546121,0.390335834112,0.0,0.0,0.0
2017-03-31 20:25:31.637675,1490991931637675000,47.5142188484,-21.6191856159,0.388268042523,0.0,0.0,0.0
2017-03-31 20:25:31.737759,1490991931737759000,47.8304069027,-21.0229903233,0.37006047899,0.0,0.0,0.0
2017-03-31 20:25:31.837817,1490991931837817000,48.1003454842,-20.5286197438,0.349764442031,0.0,0.0,0.0
2017-03-31 20:25:31.937926,1490991931937926000,48.370477005,-20.031076199,0.328984895561,0.0,0.0,0.0
2017-03-31 20:25:32.037994,1490991932037994000,48.6221727831,-19.5614966049,0.31189948764,0.0,0.0,0.0
2017-03-31 20:25:32.138086,1490991932138086000,48.8735061523,-19.0874600782,0.298011046906,0.0,0.0,0.0
2017-03-31 20:25:32.238171,1490991932238171000,49.1721525335,-18.5174289265,0.288883914463,0.0,0.0,0.0
2017-03-31 20:25:32.338258,1490991932338258000,49.4380823692,-18.0094234984,0.283458823164,0.0,0.0,0.0
2017-03-31 20:25:32.438344,1490991932438344000,49.7073626209,-17.4976655583,0.276154579305,0.0,0.0,0.0
2017-03-31 20:25:32.538432,1490991932538432000,49.9537786132,-17.033589943,0.26458899393,0.0,0.0,0.0
2017-03-31 20:25:32.638541,1490991932638541000,50.1965214005,-16.5779777784,0.249684392576,0.0,0.0,0.0
2017-03-31 20:25:32.738621,1490991932738621000,50.5172973044,-15.9550930673,0.242874882659,0.0,0.0,0.0
2017-03-31 20:25:32.838672,1490991932838672000,50.7730763011,-15.4335807981,0.242259663224,0.0,0.0,0.0
2017-03-31 20:25:32.938806,1490991932938806000,51.0286689521,-14.9112304141,0.236114863722,0.0,0.0,0.0
2017-03-31 20:25:33.038888,1490991933038888000,51.2920620191,-14.3898866643,0.22713597697,0.0,0.0,0.0
2017-03-31 20:25:33.138984,1490991933138984000,51.5628076947,-13.8662735777,0.218560359279,0.0,0.0,0.0
2017-03-31 20:25:33.239039,1490991933239039000,51.8396375798,-13.3370892501,0.208754887835,0.0,0.0,0.0
2017-03-31 20:25:33.339107,1490991933339107000,52.1135357923,-12.80831863,0.199804892736,0.0,0.0,0.0
2017-03-31 20:25:33.439201,1490991933439201000,52.3837715686,-12.2778234646,0.193506718571,0.0,0.0,0.0
2017-03-31 20:25:33.539288,1490991933539288000,52.6325268316,-11.7945368793,0.183845674556,0.0,0.0,0.0
2017-03-31 20:25:33.639361,1490991933639361000,52.8831927543,-11.3209406236,0.164561556497,0.0,0.0,0.0
2017-03-31 20:25:33.739448,1490991933739448000,53.2279643728,-10.6833485538,0.124397126048,0.0,0.0,0.0
2017-03-31 20:25:33.839550,1490991933839550000,53.5129741727,-10.1504091785,0.107226680902,0.0,0.0,0.0
2017-03-31 20:25:33.939640,1490991933939640000,53.8010251275,-9.61431434604,0.0975270797917,0.0,0.0,0.0
2017-03-31 20:25:34.039709,1490991934039709000,54.0639490346,-9.11922499723,0.0915872927973,0.0,0.0,0.0
2017-03-31 20:25:34.139812,1490991934139812000,54.3170971127,-8.62857047032,0.0867059126743,0.0,0.0,0.0
2017-03-31 20:25:34.239882,1490991934239882000,54.6426729518,-7.97965409641,0.0769394541211,0.0,0.0,0.0
2017-03-31 20:25:34.339983,1490991934339983000,54.9243083745,-7.42562532713,0.0694792090724,0.0,0.0,0.0
2017-03-31 20:25:34.440057,1490991934440057000,55.2141075801,-6.87271564832,0.064560858571,0.0,0.0,0.0
2017-03-31 20:25:34.540158,1490991934540158000,55.4791184992,-6.36421345437,0.064,0.0,0.0,0.0
2017-03-31 20:25:34.640245,1490991934640245000,55.7345608282,-5.85614551157,0.0630098102746,0.0,0.0,0.0
2017-03-31 20:25:34.740329,1490991934740329000,56.071496509,-5.17211172815,0.0591099538371,0.0,0.0,0.0
